Project Number,Name,Sector,Province,Amount
50495,RATANANG GROUP FOR CHILDREN WITH MULTIPLE DISABILITIES,CHARITIES,GAUTENG,445000
51470,REACH FOR A DREAM FOUNDATION,CHARITIES,GAUTENG,157300
58027,READUCATE,CHARITIES,GAUTENG,200000
52316,REASHOMA DROP IN CENTRE,CHARITIES,GAUTENG,193030
57460,REBELEGENG DAY CARE CENTRE,CHARITIES,GAUTENG,150000
57457,REFILWE DAY CARE & COMMUNITY CENTRE,CHARITIES,GAUTENG,106648
57457,REFILWE DAY CARE & COMMUNITY CENTRE,CHARITIES,GAUTENG,106648
57562,REGINALD ORSMOND COUNSELLING SERVICES,CHARITIES,GAUTENG,372000
56179,REMOTSHEPILE SEWING AND DEVELOPMENT ORGANISATION,CHARITIES,GAUTENG,164560
51939,RETHABILE EARLY LEARNING CENTRE,CHARITIES,GAUTENG,419300
50556,RETHOMILE CRECHE,CHARITIES,GAUTENG,67131
52144,RETINA SOUTH AFRICA (NORTHERN GAUTENG BRANCH),CHARITIES,GAUTENG,389900
49951,ROODEPOORT CARE OF THE AGED,CHARITIES,GAUTENG,760000
44762,RORISANG DAY CARE AND PRE-SCHOOL,CHARITIES,GAUTENG,99042
49882,RY-MA-IN SELF HELP CENTRE,CHARITIES,GAUTENG,232500
56933,RYNPARK ASSOCIATION FOR THE AGED,CHARITIES,GAUTENG,413737
59572,SACBC AIDS OFFICE,CHARITIES,GAUTENG,169536
53627,SACRED HEART COLLEGE,CHARITIES,GAUTENG,225000
53929,SAFE & SOUND LEARNING ASSOCIATION,CHARITIES,GAUTENG,807997
52231,SAINT GILES ASSOCIATION FOR THE PHYSICALLY DISABLED (TVL & OFS),CHARITIES,GAUTENG,298000
54577,SANCA -HORIZON ALCOHOL AND DRUG  CENTRE,CHARITIES,GAUTENG,740120
49821,SANCA NATIONAL DIRECTORATE,CHARITIES,GAUTENG,648403
59829,SANCA VAAL TRIANGLE,CHARITIES,GAUTENG,1155600
50034,SANDILE LIFE SKILLS CENTRE,CHARITIES,GAUTENG,58750
52462,SAVF CLAREMONT COMMUNITY SERVICES,CHARITIES,GAUTENG,500666
50050,SAVF HOOFBESTUUR,CHARITIES,GAUTENG,290000
59772,SAVF HUIS DIEN BOTHMA,CHARITIES,GAUTENG,928498
51798,SAVF HUIS SILWERSIG,CHARITIES,GAUTENG,524124
52792,SAVF KAMMALAND DAGSORG,CHARITIES,GAUTENG,173720
50723,SAVF LEGAE/IKHAYA FOR THE AGED,CHARITIES,GAUTENG,162840
50720,SAVF REENBOOG KLEUTERSKOOL,CHARITIES,GAUTENG,121828
50720,SAVF REENBOOG KLEUTERSKOOL,CHARITIES,GAUTENG,121827
56791,SAVF RING TING DAGSORG,CHARITIES,GAUTENG,100000
52767,SAVF RUIMTE DIENSSENTRUM,CHARITIES,GAUTENG,449664
50717,SAVF SENATUS DIENSSENTRUM (CARLETONVILLE SERVICE CENTRE),CHARITIES,GAUTENG,222143
50700,SAVF VANDERBIJLPARK SHELTER,CHARITIES,GAUTENG,155640
53337,SAVF WIELIE WALIE DAGSORG,CHARITIES,GAUTENG,51556
57523,SAVF WOMENS FEDERATION SS - SAVF PTA SOCIAL SERVICES,CHARITIES,GAUTENG,535457
49867,SECHABA DAY CARE CENTRE,CHARITIES,GAUTENG,203533
55733,SEEKER'S TOWER MINISTRIES,CHARITIES,GAUTENG,520000
51279,SERVICES FOR THE BLIND,CHARITIES,GAUTENG,1128657
57147,SETSING PRIMARY SCHOOL,CHARITIES,GAUTENG,387600
59643,SHALOM RESPITE CARE CENTRE,CHARITIES,GAUTENG,467961
52173,SHARPEVILLE CARE OF THE AGED,CHARITIES,GAUTENG,599864
59194,SIBUSEKILE CRECHE AND CARE CENTRE,CHARITIES,GAUTENG,200000
50197,SICELO LUNCHEON CLUB,CHARITIES,GAUTENG,342000
50371,SIKHULASONKE DAY CARE AND PRE SCHOOL,CHARITIES,GAUTENG,205800
56884,SINETHEMBA DAY CARE & PRE-SCHOOL,CHARITIES,GAUTENG,78041
51346,SITHAND'IZINGANE CARE PROJECT,CHARITIES,GAUTENG,957420
50517,"SIYAZIGABISA CHILDREN,YOUTH & COMMUNITY ORGANISATION",CHARITIES,GAUTENG,77000
50742,SIZABANTU TRADITIONAL HEALERS HOME BASED CARE,CHARITIES,GAUTENG,283000
57746,SIZANANI HOME TRUST,CHARITIES,GAUTENG,375000
45522,SOPHUMELELA EDUCARE AND PRE SCHOOL,CHARITIES,GAUTENG,109099
58097,SOS CHILDRENS VILLAGES,CHARITIES,GAUTENG,6482090
52477,SOSHANGUVE SELF HELP ASSOCIATION OF THE DISABLED,CHARITIES,GAUTENG,146250
57411,SOUTH AFRICAN ACADEMY OF FAMILY PHYSICIANS TRUST,CHARITIES,GAUTENG,95000
57411,SOUTH AFRICAN ACADEMY OF FAMILY PHYSICIANS TRUST,CHARITIES,GAUTENG,95000
57141,SOUTH AFRICAN CONGRESS FOR EARLY CHILDHOOD DEVELOPMENT,CHARITIES,GAUTENG,313511
43817,SOUTH AFRICAN NATIONAL TURBERCULOSIS ASSOCIATION,CHARITIES,GAUTENG,2075332
57297,SPARROW SCHOOLS EDUCATIONAL TRUST,CHARITIES,GAUTENG,1432464
52402,SPCA HEIDELBERG,CHARITIES,GAUTENG,306500
56772,SPCA MIDRAND,CHARITIES,GAUTENG,807018
51562,SPCA ROODEPOORT,CHARITIES,GAUTENG,629000
58012,SPEARPOINT MINISTRIES,CHARITIES,GAUTENG,80090
57590,SPRING OF EDUCATION DAY AND AFTER CARE,CHARITIES,GAUTENG,100000
51314,SPRINGS & KWA-THEMA CHILD WELFARE SOCIETY,CHARITIES,GAUTENG,1138700
57862,ST ANNE'S HOME FOR AGED WOMEN (A/C CWL),CHARITIES,GAUTENG,688245
59056,ST JOHN THE BAPTIST OLD AGE HOME,CHARITIES,GAUTENG,273000
57103,ST JOHN THE DIVINE ORPHANS AND OUTREACH,CHARITIES,GAUTENG,1922319
57103,ST JOHN THE DIVINE ORPHANS AND OUTREACH,CHARITIES,GAUTENG,1922319
53419,ST MARTIN DE PORRES DEVELOPMENT PROJECT,CHARITIES,GAUTENG,870514
50157,ST MARTIN DE PORRESS HOME BASE CARE HIV/AIDS PROJECT,CHARITIES,GAUTENG,186000
52348,ST MARTINS CRECHE / PRE-SCHOOL COMMITTEE,CHARITIES,GAUTENG,130500
51797,ST MARY'S CHILDREN'S HOME,CHARITIES,GAUTENG,971463
58927,ST THERESA EDUCARE CENTRE,CHARITIES,GAUTENG,126524
50708,ST VINCENT SCHOOL FOR THE DEAF,CHARITIES,GAUTENG,1444762
52113,STABILIS TREATMENT CENTRE,CHARITIES,GAUTENG,522600
52856,STROKE AID SOCIETY,CHARITIES,GAUTENG,293867
57559,STUDENT SPONSORSHIP PROGRAMME UMFUNDAZE TRUST,CHARITIES,GAUTENG,247982
44017,SUNLIGHT SAFE HOUSE,CHARITIES,GAUTENG,469690
52480,SUNSHINE CENTRE ASSOCIATION,CHARITIES,GAUTENG,797035
51400,SUNSHINE EARLY LEARNING DAY- CARE CENTRE,CHARITIES,GAUTENG,130871
51568,SUNSHINE PRE-SCHOOL,CHARITIES,GAUTENG,185992
56746,TALIA'S DAY CARE,CHARITIES,GAUTENG,196764
50233,TALITHA STIMULATION CENTRE FOR DISABLED CHILDREN,CHARITIES,GAUTENG,200000
51231,TEMBISA SELF HELP ASSOCIATION OF THE  DISABLED,CHARITIES,GAUTENG,546240
56184,TEMBISA SOCIETY FOR CARE AND WELFARE OF THE AGED,CHARITIES,GAUTENG,300000
59969,THABO MBEKI VILLAGE DAY CARE CENTRE,CHARITIES,GAUTENG,187000
59533,THABONG PRE-PRIMARY SCHOOL,CHARITIES,GAUTENG,705156
57014,THARI YA SETSHABA,CHARITIES,GAUTENG,288900
53038,THEKGANANG SUPPORT GROUP,CHARITIES,GAUTENG,350000
53038,THEKGANANG SUPPORT GROUP,CHARITIES,GAUTENG,104542
51333,THEMBALAKHE DAY CARE CENTRE,CHARITIES,GAUTENG,62000
52329,THEMBELISHA COMMUNITY SUPPORT,CHARITIES,GAUTENG,989400
51446,THEMBELISHA PRE-SCHOOL AND DAY CARE,CHARITIES,GAUTENG,132382
41646,THEO TWALA PRIMARY SCHOOL,CHARITIES,GAUTENG,375535
58922,THIESA BURGERS PRE PRIMARY SCHOOL,CHARITIES,GAUTENG,150000
57138,THOKOZA CARE OF THE AGED,CHARITIES,GAUTENG,849460
49665,THOLA - ULWAZI HOME BASED CARE AND TRAINING,CHARITIES,GAUTENG,779020
59979,THOLU-LWAZI DAY CARE CENTRE,CHARITIES,GAUTENG,52450
50600,THULI HOME,CHARITIES,GAUTENG,400000
54446,THUSANANG HIV/AIDS RELIEF PROJECT (THUSANANG),CHARITIES,GAUTENG,1460200
57808,THUSANANG MERCY CARE GROUP,CHARITIES,GAUTENG,416000
50037,THUSANANG PRE SCHOOL & EDUCARE CENTRE,CHARITIES,GAUTENG,82990
50037,THUSANANG PRE SCHOOL & EDUCARE CENTRE,CHARITIES,GAUTENG,82990
43895,THUSO/SIZO HOME BASED CARE,CHARITIES,GAUTENG,371600
50644,THUSONG YOUTH FRIENDLY SERVICES,CHARITIES,GAUTENG,393000
57191,THUTHOPELE DAY CARE CENTRE,CHARITIES,GAUTENG,172779
57508,THUTO LESEDI DAY CARE & PRE SCHOOL,CHARITIES,GAUTENG,88595
51785,TIQWA,CHARITIES,GAUTENG,799639
51982,TOMORROW TRUST,CHARITIES,GAUTENG,200000
53234,TRANSORANJE SKOOL VIR LEERDERS MET DOOFHEID,CHARITIES,GAUTENG,1873262
49999,TRINITY DAY CARE CENTRE & PRE-SCHOOL,CHARITIES,GAUTENG,48266
53207,TSENANG HOMES OF SAFETY,CHARITIES,GAUTENG,181750
51273,TSHEPONG CENTRE FOR THE DISABLED,CHARITIES,GAUTENG,351697
56612,TSHEPONG FOUNTAIN HIV/AIDS SUPPORT GROUP,CHARITIES,GAUTENG,373100
57581,TSHOLOFELO EARLY LEARNING CENTRE,CHARITIES,GAUTENG,115189
53729,TSHWANE HOME OF HOPE,CHARITIES,GAUTENG,201600
52604,TSHWANE PLACE OF SAFETY ASSOCIATION,CHARITIES,GAUTENG,888848
54506,TSIBOGANG EARLY LEARNING CENTRE,CHARITIES,GAUTENG,523320
43540,"TSWELELOPELE C718""A"" AND ""B"" EDUCARE CENTRE",CHARITIES,GAUTENG,162653
57537,TSWELOPELE DAY CARE,CHARITIES,GAUTENG,168064
50398,TSWELOPELE FRAIL CARE CENTRE,CHARITIES,GAUTENG,140451
54064,TUMELONG MISSION,CHARITIES,GAUTENG,648100
54424,TWILIGHT CHILDREN,CHARITIES,GAUTENG,200000
55925,UBUBELE EDUCATIONAL AND PSYCHOTHERAPY TRUST,CHARITIES,GAUTENG,500000
55925,UBUBELE EDUCATIONAL AND PSYCHOTHERAPY TRUST,CHARITIES,GAUTENG,460198
50372,UBUNTU YOUTH EMPOWERMENT FORUM,CHARITIES,GAUTENG,205000
49939,UKUKHANYA DAY CARE CENTRE,CHARITIES,GAUTENG,22899
59398,URCSA NAMOLA LEUBA,CHARITIES,GAUTENG,328851
52298,VAAL ECHOES OF LOVE,CHARITIES,GAUTENG,483114
52262,VALUED CITIZENS INITIATIVE,CHARITIES,GAUTENG,410826
50934,VAN RENSBURG: TAK VAN MONUMENTTEHUIS VAN DIE NHSV GROEP,CHARITIES,GAUTENG,311106
53635,VEREENIGING ALLIANCE FOR STREET CHRILDREN,CHARITIES,GAUTENG,360700
43284,VEREENIGING HIGH SCHOOL,CHARITIES,GAUTENG,338507
50944,VEREENIGING OLD AGED HOUSING UTILITY COMPANY,CHARITIES,GAUTENG,305369
52748,VUKANI COMMUNITY DEVELOPMENT ORGANISATION,CHARITIES,GAUTENG,316598
53499,VUKOVAR COMMUNITY DEVELOPMENT INITIATIVES SA (VUCODISA),CHARITIES,GAUTENG,230743
55786,VUSELELA ULWAZI LWAKHO DROP-IN CENTRE,CHARITIES,GAUTENG,695031
51819,"WESTONARIA,RANDFONTEIN  & POORTJIE HIV/AIDS PROJECT",CHARITIES,GAUTENG,136600
55736,WITKOPPEN HEALTH & WELFARE CENTRE,CHARITIES,GAUTENG,1000650
59336,WOMEN AND MEN AGAINST CHILD ABUSE,CHARITIES,GAUTENG,797842
55455,WOMEN'S CIVIC BENEVOLENT SOCIETY,CHARITIES,GAUTENG,760000
50062,WOODSIDE SANCTUARY,CHARITIES,GAUTENG,200000
43940,YAKHA IKUSASA MANJE HEALTH DEVELOPMENT CENTRE,CHARITIES,GAUTENG,232850
50747,YATSAR CENTRE,CHARITIES,GAUTENG,439095
56642,YIDLA UPHILE SOUP KITCHEN,CHARITIES,GAUTENG,393333
52484,YOUTH FOR CHRIST SOUTH AFRICA,CHARITIES,GAUTENG,950500
59453,ZAKHENI TRAINING & DEVELOPMENT CENTRE,CHARITIES,GAUTENG,337525
34361,ACTION IN AUTISM,CHARITIES,KWAZULU-NATAL,250000
57591,ALCOHOL & DRUG HELP CENTRE - SANCA ZULULAND,CHARITIES,KWAZULU-NATAL,549200
52931,ALLISON HOMES  TRUST,CHARITIES,KWAZULU-NATAL,222622
50122,AMANDLAMADODA (UMKHANYAKUDE),CHARITIES,KWAZULU-NATAL,84000
52560,ANIMAL ANTI CRUELTY LEAGUE - DURBAN BRANCH,CHARITIES,KWAZULU-NATAL,250000
58628,ANTI-TUBERCULOSIS ASSOCIATION KZN,CHARITIES,KWAZULU-NATAL,407000
52256,ASSOCIATION FOR PHYSICALLY CHALLENGED - SOUTH NATAL BRANCH,CHARITIES,KWAZULU-NATAL,533806
23699,ASSOCIATION FOR THE  PHYSICALLY CHALLENGED - PMB & MIDLANDS,CHARITIES,KWAZULU-NATAL,140300
57833,BAMBUKHONO CRECHE,CHARITIES,KWAZULU-NATAL,109250
41337,BETH SHALOM,CHARITIES,KWAZULU-NATAL,1087890
55219,BHEKUZULU SELF SUFFICIENT PROJECT,CHARITIES,KWAZULU-NATAL,460000
54190,BUFFELSDALE SECONDARY SCHOOL,CHARITIES,KWAZULU-NATAL,267000
53050,CARELINE CRISIS & TRAUMA CENTRE,CHARITIES,KWAZULU-NATAL,786052
57435,CATHULANI CHILD AND FAMILY WELFARE SOCIETY,CHARITIES,KWAZULU-NATAL,326000
50430,CEBELIHLE PRIMARY SCHOOL,CHARITIES,KWAZULU-NATAL,480042
50083,CELUKHUTHULA COMM AID & COUNSELLING DEV,CHARITIES,KWAZULU-NATAL,272514
55167,CHILD CARE SOUTH AFRICA,CHARITIES,KWAZULU-NATAL,538500
58884,CHILD WELFARE DBN (DBN CHILDRENS SOCIETY),CHARITIES,KWAZULU-NATAL,2784746
51200,CHILD WELFARE SOUTH AFRICA: UMZIMKHULU,CHARITIES,KWAZULU-NATAL,336249
56790,CHILD WELFARE SOUTH AFRICA: VRYHEID,CHARITIES,KWAZULU-NATAL,495695
58364,CHILD WELFARE SOUTH AFRICA: VULAMEHLO,CHARITIES,KWAZULU-NATAL,416430
49789,CHILDREN OF DESTINY AT HOME,CHARITIES,KWAZULU-NATAL,64215
52841,CHRISTIAN CARE CENTRE,CHARITIES,KWAZULU-NATAL,1147359
58303,CLARE ELLIS BROWN PRE-PRIMARY SCHOOL,CHARITIES,KWAZULU-NATAL,79725
58772,CONSORTIUM FOR WOMEN EMPOWERMENT,CHARITIES,KWAZULU-NATAL,350000
53141,DIAKONIA COUNCIL OF CHURCHES,CHARITIES,KWAZULU-NATAL,750000
51414,DLALANATHI,CHARITIES,KWAZULU-NATAL,425000
50697,DR HANS SCHREUDER CARE CENTRE,CHARITIES,KWAZULU-NATAL,115799
53894,DRAMAIDE,CHARITIES,KWAZULU-NATAL,325320
54589,DURBAN ASSOCIATION FOR THE AGED,CHARITIES,KWAZULU-NATAL,1243550
53099,DURBAN CHRISTIAN CENTRE HOPE CENTRE CLINIC,CHARITIES,KWAZULU-NATAL,456964
56929,DWESHULA VULNERABLE CHILDREN'S CARE PROJECT,CHARITIES,KWAZULU-NATAL,177250
50908,EDZIMKULU,CHARITIES,KWAZULU-NATAL,212550
50908,EDZIMKULU,CHARITIES,KWAZULU-NATAL,212550
51725,EKUBUSISWENI CHILD WELFARE SOUTH AFRICA,CHARITIES,KWAZULU-NATAL,278530
53907,EKUZAMENI REHABILITATION CENTRE,CHARITIES,KWAZULU-NATAL,277600
57478,ELCSA - SED EMSENI OLD AGE HOME,CHARITIES,KWAZULU-NATAL,1320535
52675,EMMA BARTER TRUST,CHARITIES,KWAZULU-NATAL,93332
44440,EMPUMELELWENI PRIMARY SCHOOL,CHARITIES,KWAZULU-NATAL,193200
54102,EMTHUNGWENI HIGH SCHOOL,CHARITIES,KWAZULU-NATAL,400000
52266,ENKULISO NURSERY SCHOOL,CHARITIES,KWAZULU-NATAL,300000
54097,EPILEPSY FOUNDATION SOUTH AFRICA,CHARITIES,KWAZULU-NATAL,457000
52350,ESIMPHEWE HOME TRUST,CHARITIES,KWAZULU-NATAL,834867
52567,ESSA CHRISTIAN AIDS PROGRAMME,CHARITIES,KWAZULU-NATAL,417571
55793,EZAKHENI CHILD & FAMILY WELFARE SOCIETY,CHARITIES,KWAZULU-NATAL,250000
51571,FAHLAZA PRIMARY SCHOOL,CHARITIES,KWAZULU-NATAL,292800
51571,FAHLAZA PRIMARY SCHOOL,CHARITIES,KWAZULU-NATAL,292800
49956,FAMILIES SOUTH AFRICA PIETERMARITZBURG,CHARITIES,KWAZULU-NATAL,741470
52966,FAMILY LITERACY PROJECT,CHARITIES,KWAZULU-NATAL,2151585
50263,FEED THE BABIES FUND,CHARITIES,KWAZULU-NATAL,191500
52564,FOCUS ON ITHEMBA,CHARITIES,KWAZULU-NATAL,203250
52564,FOCUS ON ITHEMBA,CHARITIES,KWAZULU-NATAL,203250
52344,GALANE CENTRE,CHARITIES,KWAZULU-NATAL,174000
52344,GALANE CENTRE,CHARITIES,KWAZULU-NATAL,175000
53327,GAY AND LESBIAN NETWORK,CHARITIES,KWAZULU-NATAL,296447
57796,GEDLEMBANA CRECHE,CHARITIES,KWAZULU-NATAL,91250
59613,GUGULETHU PARENTS FOR ORPHANS,CHARITIES,KWAZULU-NATAL,791169
53829,HEIFER PROJECT,CHARITIES,KWAZULU-NATAL,1281426
50454,HIGHWAY HOSPICE ASSOCIATION,CHARITIES,KWAZULU-NATAL,1476200
50868,HILLCREST AIDS CENTRE TRUST,CHARITIES,KWAZULU-NATAL,183837
42664,HOLY CROSS AIDS HOSPICE,CHARITIES,KWAZULU-NATAL,627564
58050,HORIZON FARM TRUST,CHARITIES,KWAZULU-NATAL,257000
57226,HOUSE OF HOPE AND RECOVERY,CHARITIES,KWAZULU-NATAL,400000
49978,HOWICK HOSPICE ASSOCIATION,CHARITIES,KWAZULU-NATAL,800571
42365,IGUGU LESIZWE,CHARITIES,KWAZULU-NATAL,254490
35875,IMPENDLE AND DISTRICT CHILD AND FAMILY WELFARE SOCIETY,CHARITIES,KWAZULU-NATAL,259297
53587,IMPENDLE AND DISTRICT CHILD AND FAMILY WELFARE SOCIETY,CHARITIES,KWAZULU-NATAL,291500
59063,INANDA NEWTOWN AND DISTRICT CHILD AND FAMILY WELFARE,CHARITIES,KWAZULU-NATAL,813187
49742,INDLELA,CHARITIES,KWAZULU-NATAL,441000
42340,INIWE JS,CHARITIES,KWAZULU-NATAL,396813
53273,INKANYEZI COMMUNITY DEVELOPMENT,CHARITIES,KWAZULU-NATAL,230352
49712,INTO THE LIGHT FOUNDATION,CHARITIES,KWAZULU-NATAL,105000
54191,ISANGOYANA PRIMARY SCHOOL,CHARITIES,KWAZULU-NATAL,400000
56078,ISILUTSHANA PRIMARY SCHOOL,CHARITIES,KWAZULU-NATAL,400000
43669,ITHEMBA TRUST,CHARITIES,KWAZULU-NATAL,302000
52998,IZINGOLWENI CHILD AND FAMILY  WELFARE SOCIETY,CHARITIES,KWAZULU-NATAL,338000
56003,JOYLANDS PRIMARY SCHOOL,CHARITIES,KWAZULU-NATAL,224800
55418,JUSTICE & WOMEN TRUST,CHARITIES,KWAZULU-NATAL,232700
54716,KHANYANJALO JUNIOR PRIMARY SCHOOL,CHARITIES,KWAZULU-NATAL,396000
42730,KHUL' UGQAME CRECHE / PRE-SCHOOL ASSOCIATION,CHARITIES,KWAZULU-NATAL,101404
52457,KWAMASHU CHRISTIAN CARE SOCIETY NO 2,CHARITIES,KWAZULU-NATAL,835790
51610,KWAMASHU FAMILY & CHILD WELFARE SOCIETY,CHARITIES,KWAZULU-NATAL,1237741
55831,KWAZULU NATAL NETWORK ON VIOLENCE AGAINST WOMEN,CHARITIES,KWAZULU-NATAL,285700
53577,KWAZULU NATAL SOCIETY FOR THE BLIND,CHARITIES,KWAZULU-NATAL,250000
59434,KZN CHRISTIAN SOC SERVICES  PMB,CHARITIES,KWAZULU-NATAL,4794251
34208,KZN PROGRESSIVE PRIMARY HEALTH CARE,CHARITIES,KWAZULU-NATAL,451765
50405,LAMONTVILLE HIV/AIDS SUPPORT CENTRE,CHARITIES,KWAZULU-NATAL,716980
54104,LHC FOUNDATION,CHARITIES,KWAZULU-NATAL,425305
53708,LIFE LINE DURBAN,CHARITIES,KWAZULU-NATAL,999090
53213,LITTLE ELEPHANT TRAINING CENTRE EARLY EDUCATION,CHARITIES,KWAZULU-NATAL,648000
51813,LOLUVUYO PRE-SCHOOL,CHARITIES,KWAZULU-NATAL,176578
57143,MABUTHELA HIGH SCHOOL,CHARITIES,KWAZULU-NATAL,317138
57143,MABUTHELA HIGH SCHOOL,CHARITIES,KWAZULU-NATAL,317138
58162,MANDLALATHI P SCHOOL,CHARITIES,KWAZULU-NATAL,400000
58829,MANDLEZULU P SCHOOL,CHARITIES,KWAZULU-NATAL,398700
53509,MASAKHANE ORGANISATION OF SOUTH AFRICA,CHARITIES,KWAZULU-NATAL,517500
56963,MASIBUMBANE CHRISTIANS CARE ORG,CHARITIES,KWAZULU-NATAL,365100
57876,MASIBUMBANE CRECHE CHWEZI,CHARITIES,KWAZULU-NATAL,78500
52124,MASITHUTHUKISANE COMMUNITY ORGANISATION,CHARITIES,KWAZULU-NATAL,417276
56912,MBONOMUHLE PRE SCHOOL,CHARITIES,KWAZULU-NATAL,62600
57659,MENGU PRIMARY SCHOOL,CHARITIES,KWAZULU-NATAL,290700
53581,MERCURY HIBBERDENE CHILDREN'S HOLIDAY HOME ASSOCIATION,CHARITIES,KWAZULU-NATAL,515448
56654,MHLANGANYELWA CRECHE,CHARITIES,KWAZULU-NATAL,81250
58098,MNYANDA JUNIOR PRIMARY SCHOOL,CHARITIES,KWAZULU-NATAL,399200
51534,"MOLWENI ZIMELE CENTRE FOR MENTALLY PHYSICALLY CHALLENGED
CHILDREN",CHARITIES,KWAZULU-NATAL,350000
50420,MOTHER OF PEACE - ILLOVO - BUILDING FAMILIES BUILDING A NATION,CHARITIES,KWAZULU-NATAL,200000
50420,MOTHER OF PEACE-ILLOVO BUILDING FAMILIES,CHARITIES,KWAZULU-NATAL,200000
51702,MOUNTAIN VIEW PRIMARY SCHOOL,CHARITIES,KWAZULU-NATAL,465820
53871,MPILONHLE ORGANISATION,CHARITIES,KWAZULU-NATAL,1595425
51312,MSHUKANGUBO ASSOCIATION FOR THE AGED,CHARITIES,KWAZULU-NATAL,1046528
50242,MULTIPLE SCLEROSIS SOUTH AFRICA KWAZULU-NATAL BRANCH,CHARITIES,KWAZULU-NATAL,111051
50584,MZAMO CHILD GUIDANCE & TRAINING INITIATIVE OF KZN,CHARITIES,KWAZULU-NATAL,885900
53590,MZAMOMUHLE CRECHE,CHARITIES,KWAZULU-NATAL,188912
55632,MZOKHANYAYO CRECHE AND PRE SCHOOL,CHARITIES,KWAZULU-NATAL,130150
52866,MZUVELE HIGH SCHOOL,CHARITIES,KWAZULU-NATAL,383500
51947,NAGARI PRACHARNI PRIMARY SCHOOL,CHARITIES,KWAZULU-NATAL,133000
50239,NATAL HEAD INJURIES ASSOCIATION (HEADWAY-NATAL),CHARITIES,KWAZULU-NATAL,565500
52650,NETWORK ACTION GROUP,CHARITIES,KWAZULU-NATAL,80300
40780,NEW HOPE COMMUNITY CARE CENTRE,CHARITIES,KWAZULU-NATAL,187556
51545,NEW VISION CLUB,CHARITIES,KWAZULU-NATAL,106593
49810,NEWCASTLE CRISIS CENTRE,CHARITIES,KWAZULU-NATAL,111182
55205,NEWCASTLE LUTHANDO HOSPICE ASSOCIATION,CHARITIES,KWAZULU-NATAL,350000
54210,NGCOLOSI SECONDARY SCHOOL,CHARITIES,KWAZULU-NATAL,250000
54203,NGOMANKULU PRIMARY SCHOOL,CHARITIES,KWAZULU-NATAL,199750
50487,NONDENISA SECONDARY SCHOOL,CHARITIES,KWAZULU-NATAL,387198
50860,NQUTU AIDS COMMITTEE,CHARITIES,KWAZULU-NATAL,200400
58114,NTATHAKUSA PRIMARY SCHOOL,CHARITIES,KWAZULU-NATAL,399750
55975,NTOKOZO PRIMARY SCHOOL,CHARITIES,KWAZULU-NATAL,377722
59426,NTOKOZWENI VILLAGE FOR THE VULNERABLE,CHARITIES,KWAZULU-NATAL,845621
57646,NTULUFAKAZI PRIMARY SCHOOL,CHARITIES,KWAZULU-NATAL,180750
54155,OTHANDWENI GROUP,CHARITIES,KWAZULU-NATAL,250000
50350,OVERPORT SRS PRIMARY SCHOOL,CHARITIES,KWAZULU-NATAL,183200
55872,PEACE OF MIND,CHARITIES,KWAZULU-NATAL,250000
55832,PHAKAMANI CHILD & FAMILY WELFARE SOCIETY,CHARITIES,KWAZULU-NATAL,364958
45575,PHILAKAHLE WELLBEING CENTRE,CHARITIES,KWAZULU-NATAL,249492
53975,PHILISANI NON-GOVERNMENTAL ORGANISATION HEALTH CARE,CHARITIES,KWAZULU-NATAL,184000
51014,PHOENIX COMMUNITY CENTRE,CHARITIES,KWAZULU-NATAL,204998
35593,PHOENIX ZULULAND: RESTORATIVE JUSTICE PROGRAMME,CHARITIES,KWAZULU-NATAL,210000
58740,PHOWANE L P SCHOOL,CHARITIES,KWAZULU-NATAL,299750
52263,PIETERMARITZBURG & DISTRICT CEREBRAL PALSY ASSOCIATION,CHARITIES,KWAZULU-NATAL,496000
59480,PMB AGENCY FOR CHRISTIAN SOCIAL AWARENESS,CHARITIES,KWAZULU-NATAL,1652390
57029,PREGNANCY CRISIS CENTRE,CHARITIES,KWAZULU-NATAL,441000
51408,QHUBEKANI CRECHE AND PRE-SCHOOL,CHARITIES,KWAZULU-NATAL,79389
52945,"REACHING OUT: DOMESTIC VIOLENCE SUPPORT DESK & COMM
EMPOWERMENT PROGRAM",CHARITIES,KWAZULU-NATAL,64250
53361,REHOBOTH TRUST (RT),CHARITIES,KWAZULU-NATAL,450000
54389,RICHARDS BAY FAMILY CARE,CHARITIES,KWAZULU-NATAL,520170
58771,SANCA NONGOMA,CHARITIES,KWAZULU-NATAL,714886
42364,SARON CP PRIMARY SCHOOL,CHARITIES,KWAZULU-NATAL,239965
51024,SAVE THE CHILDREN FUND (KWAZULU-NATAL),CHARITIES,KWAZULU-NATAL,200000
54378,SAVEACT TRUST,CHARITIES,KWAZULU-NATAL,350000
58218,SAVF GLENCOE PRE PRIMARY SCHOOL,CHARITIES,KWAZULU-NATAL,25500
51088,SAVF KALINKA EDUCARE,CHARITIES,KWAZULU-NATAL,113075
50894,SAVF NCVV TEHUIS,CHARITIES,KWAZULU-NATAL,183765
57136,SENZOKUHLE ORGANISATION,CHARITIES,KWAZULU-NATAL,334000
53848,SETHANI,CHARITIES,KWAZULU-NATAL,140100
55194,SHAYAMOYA DAY CARE CENTRE,CHARITIES,KWAZULU-NATAL,168747
58469,SHAYAMOYA MULTIPURPOSE COMMUNITY CENTRE,CHARITIES,KWAZULU-NATAL,201300
