Project Number,Name,Province,Sector,Amount
48037,Hoerskool Centurion,GAUTENG,SPORT & RECREATION,115980
39992,Hoerskool Die Wilgers,GAUTENG,SPORT & RECREATION,300000
39973,Hoerskool Hercules,GAUTENG,SPORT & RECREATION,300000
39973,Hoerskool Hercules,GAUTENG,SPORT & RECREATION,217645
40006,Hoerskool Overvaal,GAUTENG,SPORT & RECREATION,300000
49170,Hoerskool Randburg,GAUTENG,SPORT & RECREATION,126870
48036,Hoerskool Vereeniging,GAUTENG,SPORT & RECREATION,175014
39998,I.R. Griffith Primary School,GAUTENG,SPORT & RECREATION,303536
49094,Ikokobetseng Primary School,GAUTENG,SPORT & RECREATION,180000
38103,International Institute For Sport Science And  Fitness  Training: Sa,GAUTENG,SPORT & RECREATION,750000
40369,Iona Convent School,GAUTENG,SPORT & RECREATION,55342
46306,Iphahlolleng Primary School,GAUTENG,SPORT & RECREATION,490100
46306,Iphahlolleng Primary School,GAUTENG,SPORT & RECREATION,500000
47142,Irene Homes,GAUTENG,SPORT & RECREATION,48633
40085,Isizwe-Setjhaba Secondary School,GAUTENG,SPORT & RECREATION,350000
48475,Jeppe High School For Boys,GAUTENG,SPORT & RECREATION,180000
46303,Jeppe High School For Girls,GAUTENG,SPORT & RECREATION,400000
46303,Jeppe High School For Girls,GAUTENG,SPORT & RECREATION,300000
46929,Joburg Stars Softball Club,GAUTENG,SPORT & RECREATION,148947
47138,Johannesburg Child Welfare Society,GAUTENG,SPORT & RECREATION,50000
32755,Judo South Africa,GAUTENG,SPORT & RECREATION,1000000
46805,Judo South Africa,GAUTENG,SPORT & RECREATION,2750000
60088,Judo South Africa,GAUTENG,SPORT & RECREATION,3000000
47651,Kgomoco Primary School,GAUTENG,SPORT & RECREATION,180000
40387,King Edward Vii School,GAUTENG,SPORT & RECREATION,350000
47285,Kyokushin Karate Club,GAUTENG,SPORT & RECREATION,200000
39997,Laerskool Drie Riviere Primary,GAUTENG,SPORT & RECREATION,300000
47516,Laerskool Risiville,GAUTENG,SPORT & RECREATION,173765
40034,Laerskool Sonlandpark,GAUTENG,SPORT & RECREATION,350000
46852,Laerskool Sonlandpark,GAUTENG,SPORT & RECREATION,177600
40004,Laerskool Suikerbos,GAUTENG,SPORT & RECREATION,350000
39982,Laerskool Valhalla,GAUTENG,SPORT & RECREATION,200000
48326,Lehlasedi Primary School,GAUTENG,SPORT & RECREATION,203900
47419,Lesego Primary School,GAUTENG,SPORT & RECREATION,186400
48631,Lesiba Secondary School,GAUTENG,SPORT & RECREATION,180000
47117,Lethabo Le Khutso Adult Care,GAUTENG,SPORT & RECREATION,47587
47661,Letshego Primary School,GAUTENG,SPORT & RECREATION,180000
39923,Liverpool Secondary School,GAUTENG,SPORT & RECREATION,250000
47100,Logwood Village,GAUTENG,SPORT & RECREATION,72343
48748,Loratong Primary School,GAUTENG,SPORT & RECREATION,180000
47107,Mabopane Athletic Club,GAUTENG,SPORT & RECREATION,425575
40180,Magasela Primary School,GAUTENG,SPORT & RECREATION,350000
47618,Mahlwareng Primary School,GAUTENG,SPORT & RECREATION,520000
47932,Makgake Primary School,GAUTENG,SPORT & RECREATION,180000
46330,Makgethe Primary School,GAUTENG,SPORT & RECREATION,350000
46441,Mandlethu Primary School,GAUTENG,SPORT & RECREATION,465615
47850,Mandlomsobo Combined School,GAUTENG,SPORT & RECREATION,180500
47939,Marotola Primary School,GAUTENG,SPORT & RECREATION,180000
47528,Marula Primary School,GAUTENG,SPORT & RECREATION,200000
47479,Meetseng Primary School Soshanguve,GAUTENG,SPORT & RECREATION,400000
49176,Milton Primary School,GAUTENG,SPORT & RECREATION,180000
46332,Mohloli Secondary School,GAUTENG,SPORT & RECREATION,493100
46332,Mohloli Secondary School,GAUTENG,SPORT & RECREATION,500000
48315,Mojala-Thuto Primary School,GAUTENG,SPORT & RECREATION,180000
40053,Monde Primary School,GAUTENG,SPORT & RECREATION,700000
40119,Moshate Secondary School,GAUTENG,SPORT & RECREATION,350000
46133,National Blackball Federation,GAUTENG,SPORT & RECREATION,194800
40067,Ndlelenhle Primary School,GAUTENG,SPORT & RECREATION,495000
46850,Netball South Africa,GAUTENG,SPORT & RECREATION,1200000
55163,Netball South Africa,GAUTENG,SPORT & RECREATION,1500000
47339,Noordelikes Rugby Club,GAUTENG,SPORT & RECREATION,151425
46334,Northcliff High School,GAUTENG,SPORT & RECREATION,500000
46553,Northern Gauteng Badminton Association,GAUTENG,SPORT & RECREATION,715450
38115,Northerns Blues Hockey Association,GAUTENG,SPORT & RECREATION,1266000
47297,Northmead Tennis Club,GAUTENG,SPORT & RECREATION,200000
47221,Novalis House(Association Not For Gain),GAUTENG,SPORT & RECREATION,65495
39921,Parktown Boys High School,GAUTENG,SPORT & RECREATION,200000
39960,Phepane Lower Primary School,GAUTENG,SPORT & RECREATION,200000
47247,Pirates Sports Club-Greenside,GAUTENG,SPORT & RECREATION,198625
47664,Pitseng Primary School,GAUTENG,SPORT & RECREATION,180000
40388,Rabasotho Combined School,GAUTENG,SPORT & RECREATION,300000
46374,Rand Park Primary School,GAUTENG,SPORT & RECREATION,333413
46525,Randfontein Local Municipality,GAUTENG,SPORT & RECREATION,3000000
49236,Real Glosgow Football Club,GAUTENG,SPORT & RECREATION,201144
47629,Refitlhile Pele Primary School,GAUTENG,SPORT & RECREATION,180000
46843,Rietondale Tennis Club,GAUTENG,SPORT & RECREATION,200000
38107,Roller Sport South Africa - N Gauteng Roller Skating Association,GAUTENG,SPORT & RECREATION,750000
46768,Roller Sport South Africa - N Gauteng Roller Skating Association,GAUTENG,SPORT & RECREATION,600000
32303,Rowing  South Africa,GAUTENG,SPORT & RECREATION,2720834
32303,Rowing  South Africa,GAUTENG,SPORT & RECREATION,2720834
38555,SAFA  Johannesburg,GAUTENG,SPORT & RECREATION,400000
48583,Saulridge Secondary School,GAUTENG,SPORT & RECREATION,700000
46468,Sedibeng District Municipality,GAUTENG,SPORT & RECREATION,3000000
40035,Seroto Matshehla Primary School,GAUTENG,SPORT & RECREATION,200000
39988,Siphiwe Primary School,GAUTENG,SPORT & RECREATION,200000
32380,South African Amateur Fencing Association,GAUTENG,SPORT & RECREATION,1031257
46806,South African Amateur Fencing Association,GAUTENG,SPORT & RECREATION,580500
24932,South African Equestrian Council,GAUTENG,SPORT & RECREATION,598586
38110,South African Equestrian Council,GAUTENG,SPORT & RECREATION,2387500
9174,South African Football Association,GAUTENG,SPORT & RECREATION,511450
32391,South African Football Association,GAUTENG,SPORT & RECREATION,2224000
46711,South African Handball Federation,GAUTENG,SPORT & RECREATION,800000
46698,South African Korfball Federation,GAUTENG,SPORT & RECREATION,739468
46698,South African Korfball Federation,GAUTENG,SPORT & RECREATION,739466
38847,South African Model Aircraft Association,GAUTENG,SPORT & RECREATION,280000
46156,South African National Archery Association,GAUTENG,SPORT & RECREATION,500000
32263,South African Sports Confederation & Olympic Committee,GAUTENG,SPORT & RECREATION,29691750
59828,South African Sports Confederation & Olympic Committee,GAUTENG,SPORT & RECREATION,8000000
32418,South African Table Tennis Board,GAUTENG,SPORT & RECREATION,1868624
38557,South African Table Tennis Board,GAUTENG,SPORT & RECREATION,2419075
38111,South African Tennis Association,GAUTENG,SPORT & RECREATION,2916184
38111,South African Tennis Association,GAUTENG,SPORT & RECREATION,2816000
49693,South African Tennis Association,GAUTENG,SPORT & RECREATION,716910
49693,South African Tennis Association,GAUTENG,SPORT & RECREATION,686250
46680,South African Underwater Hockey Federation,GAUTENG,SPORT & RECREATION,450000
32452,Sports Technology Centre - Csir,GAUTENG,SPORT & RECREATION,2000000
46731,Squash South Africa,GAUTENG,SPORT & RECREATION,1782320
18694,St Barnabas College,GAUTENG,SPORT & RECREATION,239067
40274,Stabilis Treatment Centre,GAUTENG,SPORT & RECREATION,220000
47654,Steve Biko Primary School,GAUTENG,SPORT & RECREATION,180000
47805,Strubenvale Primary School,GAUTENG,SPORT & RECREATION,187530
40031,Sunvalley Primary School,GAUTENG,SPORT & RECREATION,350000
48921,Sunward Park High School,GAUTENG,SPORT & RECREATION,185693
32389,Swimming South Africa,GAUTENG,SPORT & RECREATION,4000000
32389,Swimming South Africa,GAUTENG,SPORT & RECREATION,4000000
46689,The Aikido Federation Of South Africa,GAUTENG,SPORT & RECREATION,300000
47318,The Boss Football Club,GAUTENG,SPORT & RECREATION,87900
47016,The Kensington Club,GAUTENG,SPORT & RECREATION,40000
46687,The South African Hockey Association,GAUTENG,SPORT & RECREATION,2888800
32611,The Sports Trust,GAUTENG,SPORT & RECREATION,2112066
46255,Thembu Primary School,GAUTENG,SPORT & RECREATION,778000
47669,Thuthukani Primary School,GAUTENG,SPORT & RECREATION,180000
47666,Tokelo Secondary School,GAUTENG,SPORT & RECREATION,180000
32417,Triathlon South Africa,GAUTENG,SPORT & RECREATION,1935232
46668,Triathlon South Africa,GAUTENG,SPORT & RECREATION,3243391
40012,Tshediso Primary School,GAUTENG,SPORT & RECREATION,230000
46304,Tshemedi Primary School,GAUTENG,SPORT & RECREATION,543100
38260,Tshwane University Of Technology,GAUTENG,SPORT & RECREATION,2243900
39900,University Of Johannesburg,GAUTENG,SPORT & RECREATION,1500000
49327,University Of Johannesburg,GAUTENG,SPORT & RECREATION,779996
24910,University Of Pretoria,GAUTENG,SPORT & RECREATION,1500000
49290,University Sport South Africa,GAUTENG,SPORT & RECREATION,5000000
46569,Usizolwethu Special School,GAUTENG,SPORT & RECREATION,305000
38267,Vaal University Of Technology,GAUTENG,SPORT & RECREATION,1500000
49324,Vaal University Of Technology,GAUTENG,SPORT & RECREATION,600000
39925,Willowridge High School,GAUTENG,SPORT & RECREATION,350000
29991,African Conservation Trust,KWAZULU NATAL,"ARTS, CULTURE & NATIONAL HERITAGE",7284803
29991,African Conservation Trust,KWAZULU NATAL,"ARTS, CULTURE & NATIONAL HERITAGE",10927205
29991,African Conservation Trust,KWAZULU NATAL,"ARTS, CULTURE & NATIONAL HERITAGE",10927205
43202,African Conservation Trust,KWAZULU NATAL,"ARTS, CULTURE & NATIONAL HERITAGE",828375
43206,African Conservation Trust,KWAZULU NATAL,"ARTS, CULTURE & NATIONAL HERITAGE",2000000
46053,African Conservation Trust,KWAZULU NATAL,"ARTS, CULTURE & NATIONAL HERITAGE",13567544
22464,Arley's Workshop,KWAZULU NATAL,"ARTS, CULTURE & NATIONAL HERITAGE",254730
43163,Art For Humanity,KWAZULU NATAL,"ARTS, CULTURE & NATIONAL HERITAGE",809000
38537,Bat Centre Trust,KWAZULU NATAL,"ARTS, CULTURE & NATIONAL HERITAGE",100210
54877,Bellair Primary School,KWAZULU NATAL,"ARTS, CULTURE & NATIONAL HERITAGE",212193
42983,Bhekuzulu Self Sufficient Project,KWAZULU NATAL,"ARTS, CULTURE & NATIONAL HERITAGE",1030930
43137,Clowns Without Borders - South Africa,KWAZULU NATAL,"ARTS, CULTURE & NATIONAL HERITAGE",730020
43216,Drakensberg Boys Choir School,KWAZULU NATAL,"ARTS, CULTURE & NATIONAL HERITAGE",3442914
43616,Durban And Coastal Mental Health,KWAZULU NATAL,"ARTS, CULTURE & NATIONAL HERITAGE",187110
54703,Durban And Coastal Mental Health,KWAZULU NATAL,"ARTS, CULTURE & NATIONAL HERITAGE",88928
38544,Durban Music School,KWAZULU NATAL,"ARTS, CULTURE & NATIONAL HERITAGE",710855
42528,Eastern Wetland Rehabilitation,KWAZULU NATAL,"ARTS, CULTURE & NATIONAL HERITAGE",840000
41454,Friends Of Music Association,KWAZULU NATAL,"ARTS, CULTURE & NATIONAL HERITAGE",1151000
42446,Fundamentals Of Human Development,KWAZULU NATAL,"ARTS, CULTURE & NATIONAL HERITAGE",1894110
41908,Gay And Lesbian Network,KWAZULU NATAL,"ARTS, CULTURE & NATIONAL HERITAGE",40000
54691,Ithemba Trust,KWAZULU NATAL,"ARTS, CULTURE & NATIONAL HERITAGE",644963
43768,Ithuba Lempilo Development Foundation,KWAZULU NATAL,"ARTS, CULTURE & NATIONAL HERITAGE",1322054
44335,Ithunga Development,KWAZULU NATAL,"ARTS, CULTURE & NATIONAL HERITAGE",1000000
54688,Keep The Dream 144,KWAZULU NATAL,"ARTS, CULTURE & NATIONAL HERITAGE",1507980
38230,KwaMashu Community Advancement Projects,KWAZULU NATAL,"ARTS, CULTURE & NATIONAL HERITAGE",3285882
29787,KwaZulu Natal Museum,KWAZULU NATAL,"ARTS, CULTURE & NATIONAL HERITAGE",357060
28335,KZN Dance Link,KWAZULU NATAL,"ARTS, CULTURE & NATIONAL HERITAGE",266701
28335,KZN Dance Link,KWAZULU NATAL,"ARTS, CULTURE & NATIONAL HERITAGE",177801
43287,Ladysmith Youth Development Ensemble,KWAZULU NATAL,"ARTS, CULTURE & NATIONAL HERITAGE",390000
43287,Ladysmith Youth Development Ensemble,KWAZULU NATAL,"ARTS, CULTURE & NATIONAL HERITAGE",260000
55237,Maritzburg College,KWAZULU NATAL,"ARTS, CULTURE & NATIONAL HERITAGE",462400
38241,Mzansi Arts Development Ensemble,KWAZULU NATAL,"ARTS, CULTURE & NATIONAL HERITAGE",280622
41535,Natal Arts Trust,KWAZULU NATAL,"ARTS, CULTURE & NATIONAL HERITAGE",166520
42599,Newcastle Arts Development Organisation,KWAZULU NATAL,"ARTS, CULTURE & NATIONAL HERITAGE",732228
43561,Nquthu Arts Development Programme,KWAZULU NATAL,"ARTS, CULTURE & NATIONAL HERITAGE",1576176
55293,Overport SRS Primary School,KWAZULU NATAL,"ARTS, CULTURE & NATIONAL HERITAGE",244152
18426,Phezukomkhono Social Service  Institute,KWAZULU NATAL,"ARTS, CULTURE & NATIONAL HERITAGE",246000
43143,Phoenix Community Centre,KWAZULU NATAL,"ARTS, CULTURE & NATIONAL HERITAGE",2357400
34990,Phoenix Zululand: Restorative Justice Programme,KWAZULU NATAL,"ARTS, CULTURE & NATIONAL HERITAGE",136000
29939,Project Gateway,KWAZULU NATAL,"ARTS, CULTURE & NATIONAL HERITAGE",861100
44855,Qhawes Entertainment Group,KWAZULU NATAL,"ARTS, CULTURE & NATIONAL HERITAGE",1839600
41435,Satyagraha - In Pursuit Of Truth,KWAZULU NATAL,"ARTS, CULTURE & NATIONAL HERITAGE",120000
37681,Senzokuhle Farming Project,KWAZULU NATAL,"ARTS, CULTURE & NATIONAL HERITAGE",87800
44835,Siphimpilo Organisation,KWAZULU NATAL,"ARTS, CULTURE & NATIONAL HERITAGE",1285500
37462,South Durban Community Environmental Alliance,KWAZULU NATAL,"ARTS, CULTURE & NATIONAL HERITAGE",87274
54917,Stable Theatre,KWAZULU NATAL,"ARTS, CULTURE & NATIONAL HERITAGE",7205538
29967,Tatham Art Gallery Trust,KWAZULU NATAL,"ARTS, CULTURE & NATIONAL HERITAGE",103200
29786,Tembaletu Trust,KWAZULU NATAL,"ARTS, CULTURE & NATIONAL HERITAGE",307347
29786,Tembaletu Trust,KWAZULU NATAL,"ARTS, CULTURE & NATIONAL HERITAGE",461019
29786,Tembaletu Trust,KWAZULU NATAL,"ARTS, CULTURE & NATIONAL HERITAGE",307347
44868,The Field Band Foundation,KWAZULU NATAL,"ARTS, CULTURE & NATIONAL HERITAGE",3476940
42373,The Indian Academy Of South Africa,KWAZULU NATAL,"ARTS, CULTURE & NATIONAL HERITAGE",78200
42448,The Waterberry Trust,KWAZULU NATAL,"ARTS, CULTURE & NATIONAL HERITAGE",1378020
54693,Umlazi Arts Development Programme,KWAZULU NATAL,"ARTS, CULTURE & NATIONAL HERITAGE",868294
18298,"University Of KwaZulu Natal, Pietermaritzburg Centre",KWAZULU NATAL,"ARTS, CULTURE & NATIONAL HERITAGE",4786075
34650,University Of KwaZulu Natal,KWAZULU NATAL,"ARTS, CULTURE & NATIONAL HERITAGE",8060000
46194,University Of KwaZulu Natal Foundation Trust,KWAZULU NATAL,"ARTS, CULTURE & NATIONAL HERITAGE",3814800
29992,Voortrekker Museum Incorporating Ncome Museum,KWAZULU NATAL,"ARTS, CULTURE & NATIONAL HERITAGE",1206952
45990,Vukani Sizabantu Programme,KWAZULU NATAL,"ARTS, CULTURE & NATIONAL HERITAGE",2659760
46196,Wildlife And Environment Society Of South Africa,KWAZULU NATAL,"ARTS, CULTURE & NATIONAL HERITAGE",9608130
35124,Zakhele Training Trust,KWAZULU NATAL,"ARTS, CULTURE & NATIONAL HERITAGE",272957
42096,Zikulise Community Upliftment Project,KWAZULU NATAL,"ARTS, CULTURE & NATIONAL HERITAGE",483000
42096,Zikulise Community Upliftment Project,KWAZULU NATAL,"ARTS, CULTURE & NATIONAL HERITAGE",483000
21897,Zululand Centre For Sustainable Development,KWAZULU NATAL,"ARTS, CULTURE & NATIONAL HERITAGE",3120000
50476,1000 Hills Community Helpers,KWAZULU NATAL,CHARITIES,297610
45141,Amanzimtoti Child And Family Welfare Society,KWAZULU NATAL,CHARITIES,251721
52127,Amanzimtoti Society For The Prevention Of Cruelty To Animals,KWAZULU NATAL,CHARITIES,302000
53519,Aryan Benevolent Home Council,KWAZULU NATAL,CHARITIES,1087791
49811,Bambithuba Women Development Project,KWAZULU NATAL,CHARITIES,686531
41075,Bhekuzulu Self Sufficient Project,KWAZULU NATAL,CHARITIES,300000
41075,Bhekuzulu Self Sufficient Project,KWAZULU NATAL,CHARITIES,300000
41156,Bovini Crèche,KWAZULU NATAL,CHARITIES,33300
45244,Careline Crisis & Trauma Centre,KWAZULU NATAL,CHARITIES,1054900
50430,Cebelihle Primary School,KWAZULU NATAL,CHARITIES,480043
50083‬,Celukuthula Community Aid & Counselling Community Development,KWAZULU NATAL,CHARITIES,400000
49430,Chatsworth Cheshire Home,KWAZULU NATAL,CHARITIES,228000
43268,Child Welfare Durban And District,KWAZULU NATAL,CHARITIES,6871518
45122,Child Welfare South Africa: Margate,KWAZULU NATAL,CHARITIES,288000
51200,Child Welfare South Africa: Umzimkhulu,KWAZULU NATAL,CHARITIES,336249
44931,Childline South Africa,KWAZULU NATAL,CHARITIES,385666
52800,Childline South Africa,KWAZULU NATAL,CHARITIES,483600
49789,Children Of Destiny At Home,KWAZULU NATAL,CHARITIES,300000
52016,Children's Assessment & Therapy Centre Trust,KWAZULU NATAL,CHARITIES,209000
51786,District 49  Place Of Safety,KWAZULU NATAL,CHARITIES,350000
42670,Dlalanathi,KWAZULU NATAL,CHARITIES,546500
50305,Down Syndrome Association KwaZulu Natal,KWAZULU NATAL,CHARITIES,313000
52370‬,Durban & Coast Central Branch Of The Association For The Physically Challenged,KWAZULU NATAL,CHARITIES,418398
50875,Durban And Coastal Mental Health,KWAZULU NATAL,CHARITIES,205000
52394,Durban Children's Homes,KWAZULU NATAL,CHARITIES,197000
53099,Durban Christian Centre Hope Centre Clinic,KWAZULU NATAL,CHARITIES,456965
42366,Egugulethu Pre-Primary School,KWAZULU NATAL,CHARITIES,164812
41805,Emoyeni Educare Centre,KWAZULU NATAL,CHARITIES,237391
52273,Emoyeni Educare Centre,KWAZULU NATAL,CHARITIES,400600
44313,Empangeni Child And Family Care Society,KWAZULU NATAL,CHARITIES,393474
44440,Empumelelweni Primary School,KWAZULU NATAL,CHARITIES,193200
44719,Endlozana Primary School,KWAZULU NATAL,CHARITIES,900000
44401,Epilepsy Foundation South Africa,KWAZULU NATAL,CHARITIES,1432739
53161,Eshowe SPCA,KWAZULU NATAL,CHARITIES,216674
36306,Essa Christian Aids Programme,KWAZULU NATAL,CHARITIES,273171
44233,Estcourt And District SPCA,KWAZULU NATAL,CHARITIES,221990
45394,Families South Africa Pietermaritzburg,KWAZULU NATAL,CHARITIES,1175181
40654,Feed The Babies Fund,KWAZULU NATAL,CHARITIES,300000
43672,Folweni Community Resource Centre,KWAZULU NATAL,CHARITIES,191130
43672,Folweni Community Resource Centre,KWAZULU NATAL,CHARITIES,191130
51490,Folweni Community Resource Centre,KWAZULU NATAL,CHARITIES,611560
52636,Genyaneni Community Care Services,KWAZULU NATAL,CHARITIES,162500
45544,Golang-Kulani Early Learning Centre,KWAZULU NATAL,CHARITIES,578635
45568,Golden Gateway School,KWAZULU NATAL,CHARITIES,940500
45147,Greater Molweni Community Resource Centre,KWAZULU NATAL,CHARITIES,200000
44571,Greytown SPCA,KWAZULU NATAL,CHARITIES,195500
43717,Heifer Project South Africa,KWAZULU NATAL,CHARITIES,844541
42664,Holy Cross Aids Hospice,KWAZULU NATAL,CHARITIES,627565
44189,Horizon Farm Trust,KWAZULU NATAL,CHARITIES,360185
44189,Horizon Farm Trust,KWAZULU NATAL,CHARITIES,360185
42365,Igugu Lesizwe,KWAZULU NATAL,CHARITIES,254490
44674,Inanda Newtown And District Child And Family Welfare,KWAZULU NATAL,CHARITIES,515486
42340,Iniwe JS,KWAZULU NATAL,CHARITIES,396814
49712,Into The Light Foundation,KWAZULU NATAL,CHARITIES,105000
53716,John Peattie House,KWAZULU NATAL,CHARITIES,186000
50332,Kenosis Community Trust,KWAZULU NATAL,CHARITIES,357817
42730,Khul' Ugqame Crèche  / Pre-School Association,KWAZULU NATAL,CHARITIES,330000
49897,Kingsburgh Child And Family Welfare Society,KWAZULU NATAL,CHARITIES,160000
41694,Kokstad Primary School,KWAZULU NATAL,CHARITIES,483962
44875,KwaMashu Christian Care Society,KWAZULU NATAL,CHARITIES,1200000
49704,KwaMakhutha Community Resource Centre,KWAZULU NATAL,CHARITIES,352800
45171,KwaZulu Natal Society For The Blind,KWAZULU NATAL,CHARITIES,171972
44369,KwaZulu Natal Progressive Primary Health Care,KWAZULU NATAL,CHARITIES,2484410
50271,Ladysmith And District Child And Family Welfare Society,KWAZULU NATAL,CHARITIES,200000
25260,Ladysmith Hospice Association,KWAZULU NATAL,CHARITIES,111857
43846,Life Line Durban,KWAZULU NATAL,CHARITIES,1531556
53527,Life Line Pietermaritzburg,KWAZULU NATAL,CHARITIES,415000
43812,Life Line Zululand,KWAZULU NATAL,CHARITIES,472436
