Project Number,Sector,Province,Name,Amount
69387,CHARITIES,GAUTENG,Bacha Tsogang Training Projects,129500.0
69388,CHARITIES,GAUTENG,Ithemba Day Care Soup Kitchen,56500.0
69389,CHARITIES,GAUTENG,Ekukhanyeni Day Care,115002.0
69405,CHARITIES,GAUTENG,Vereeniging Old Age Housing,160090.0
69426,CHARITIES,GAUTENG,Manyano Day Care Centre,123844.0
69429,CHARITIES,GAUTENG,Hlabisanani Helping Hands,109000.0
69431,CHARITIES,GAUTENG,Ga-Rankuwa Young Adults Against HIV/AIDS,708000.0
69566,CHARITIES,GAUTENG,Isolomzi Wedela Women's Development Organisation,204899.0
69599,CHARITIES,GAUTENG,The Way Day Care,132165.0
69606,CHARITIES,GAUTENG,Isigodlo Trust,1618000.0
69842,CHARITIES,GAUTENG,Vereeniging Alliance for Street Children,273157.0
69977,CHARITIES,GAUTENG,Neo Pre-School & Creche,78661.0
69982,CHARITIES,GAUTENG,Phuthaditjhaba Club,362504.0
69991,CHARITIES,GAUTENG,Youngstars Nursery & Pre-School,136500.0
69992,CHARITIES,GAUTENG,ABC Nursery and Pre-School,136000.0
69994,CHARITIES,GAUTENG,Thamboville Day Care and Pre School,129789.0
70254,CHARITIES,GAUTENG,Filadelfia Secondary School,1213700.0
70309,CHARITIES,GAUTENG,Lehlohonolo Community Welfare Organisation,140500.0
70336,CHARITIES,GAUTENG,AIDS Consortium,767000.0
70378,CHARITIES,GAUTENG,Section27 Incorporating the Aids Law Project,376000.0
70584,CHARITIES,GAUTENG,Lungile Day Care Centre,108000.0
70656,CHARITIES,GAUTENG,Kwa-Thema Creche & Community Service,120000.0
70734,CHARITIES,GAUTENG,Leboeng Home Based Care,43500.0
71248,CHARITIES,GAUTENG,Siphiwe Educational Programme,241997.0
71264,CHARITIES,GAUTENG,Puseletso Day Care Centre,121400.0
71325,CHARITIES,GAUTENG,Thobjane Pre-School,189500.0
71400,CHARITIES,GAUTENG,Lethukukhanya Health Institute,249000.0
72146,CHARITIES,GAUTENG,Baitiretse Day Care,283687.0
72530,CHARITIES,GAUTENG,Little Teddies Day Care Centre,130147.0
73001,CHARITIES,GAUTENG,Masibambane Community Care & Support,795800.0
73198,CHARITIES,GAUTENG,Ratanda Young Generation,719943.0
75115,MISCELLANEOUS PURPOSES,GAUTENG,Lucas Moripe Youth Development,700000.0
75260,MISCELLANEOUS PURPOSES,GAUTENG,Intuthuko Art Production,181298.0
75129,MISCELLANEOUS PURPOSES,GAUTENG,Kagiso Trust,1.0499986E7
75187,MISCELLANEOUS PURPOSES,GAUTENG,Tshwane Youth Arts Festival,1414800.0
75204,MISCELLANEOUS PURPOSES,GAUTENG,African Cultural Organisation SA,2861000.0
75300,MISCELLANEOUS PURPOSES,GAUTENG,Perseverance Rural Development Centre,1500000.0
75241,MISCELLANEOUS PURPOSES,GAUTENG,Moretele Sunrise Hospice Lottery Fund,1497400.0
75161,MISCELLANEOUS PURPOSES,GAUTENG,Rural Legal Trust,1700000.0
75179,MISCELLANEOUS PURPOSES,GAUTENG,South African Active Civil Society Organisations,1000000.0
75265,MISCELLANEOUS PURPOSES,GAUTENG,Prestige College,250980.0
75318,MISCELLANEOUS PURPOSES,GAUTENG,Together as one Community Devpt Org,881782.0
75133,MISCELLANEOUS PURPOSES,GAUTENG,The Nedlac Community Constituency,1200000.0
72180,MISCELLANEOUS PURPOSES,GAUTENG,Dream Team Foundation,1045500.0
75031,MISCELLANEOUS PURPOSES,GAUTENG,The Billion Child Appeal(SA),289200.0
75322,MISCELLANEOUS PURPOSES,GAUTENG,Agisanang Domestic Abuse Prevention & Training,6400000.0
75229,MISCELLANEOUS PURPOSES,GAUTENG,SAVF Millenium Centre,332710.0
49710,MISCELLANEOUS PURPOSES,GAUTENG,MSC HIV/AIDS Response,696327.0
60213,MISCELLANEOUS PURPOSES,GAUTENG,Hand In Hand Development,4496360.0
72896,MISCELLANEOUS PURPOSES,GAUTENG,Lawyers for Human Rights - National Office,1130723.0
72898,MISCELLANEOUS PURPOSES,GAUTENG,The Dependable Strengths Foundation,201096.0
75113,MISCELLANEOUS PURPOSES,GAUTENG,SANGONET(Southern African NGO Network),1000000.0
75133,MISCELLANEOUS PURPOSES,GAUTENG,The Nedlac Community Constituency,800000.0
75146,MISCELLANEOUS PURPOSES,GAUTENG,G.E.M Village Irene,482945.08
75150,MISCELLANEOUS PURPOSES,GAUTENG,Black Lawyers Association-Legal Education Trust,2187100.5
75161,MISCELLANEOUS PURPOSES,GAUTENG,Rural Legal Trust,1531010.0
75179,MISCELLANEOUS PURPOSES,GAUTENG,South African Active Civil Society Organisations,1000000.0
75206,MISCELLANEOUS PURPOSES,GAUTENG,Thuso/Sizo Home Based Care,2000000.0
75217,MISCELLANEOUS PURPOSES,GAUTENG,Christelik-Volkseie Onderwys Magalies,573045.0
75223,MISCELLANEOUS PURPOSES,GAUTENG,Waterval Christelike Sentrum,1368587.75
75255,MISCELLANEOUS PURPOSES,GAUTENG,Ikusasa Le Sizwe Community Project,2914251.2
75312,MISCELLANEOUS PURPOSES,GAUTENG,Heavenly Promise 123,900000.0
75316,MISCELLANEOUS PURPOSES,GAUTENG,Association of Independent Publishers,751000.0
75322,MISCELLANEOUS PURPOSES,GAUTENG,Agisanang Domestic Abuse Prevention & Training,2625000.0
75324,MISCELLANEOUS PURPOSES,GAUTENG,Teachers Education and Curriculum Help South Africa,2000000.0
75331,MISCELLANEOUS PURPOSES,GAUTENG,IARI,1514831.0
75350,MISCELLANEOUS PURPOSES,GAUTENG,Lebone AIDS Care Project,999969.38
75357,MISCELLANEOUS PURPOSES,GAUTENG,National Youth Skills Development Programme,684306.0
75357,MISCELLANEOUS PURPOSES,GAUTENG,National Youth Skills Development Programme,456204.0
75372,MISCELLANEOUS PURPOSES,GAUTENG,The Down Syndrome Association (Gauteng),723890.0
75409,MISCELLANEOUS PURPOSES,GAUTENG,African Tree Production,1481730.0
75422,MISCELLANEOUS PURPOSES,GAUTENG,SOMAFCO Trust,3998822.63
75442,MISCELLANEOUS PURPOSES,GAUTENG,Dance Forum,5293406.75
75444,MISCELLANEOUS PURPOSES,GAUTENG,UNISA Foundation,2000000.0
75471,MISCELLANEOUS PURPOSES,GAUTENG,Arebaokeng Hospice,7807.0
75476,MISCELLANEOUS PURPOSES,GAUTENG,Bokamoso Barona Investment Trust,2000000.0
75476,MISCELLANEOUS PURPOSES,GAUTENG,Bokamoso Barona Investment Trust,2000000.0
75494,MISCELLANEOUS PURPOSES,GAUTENG,Show Me Your Number,500500.0
75835,MISCELLANEOUS PURPOSES,GAUTENG,Lucas Moripe Youth Development,853000.0
75835,MISCELLANEOUS PURPOSES,GAUTENG,Lucas Moripe Youth Development,647000.0
77516,MISCELLANEOUS PURPOSES,GAUTENG,South African National Deaf Association,3092000.0
78026,MISCELLANEOUS PURPOSES,GAUTENG,Oliphant institute of Leadership,2500000.0
78068,MISCELLANEOUS PURPOSES,GAUTENG,South African Mobility for the Blind Trust,494373.0
78119,MISCELLANEOUS PURPOSES,GAUTENG,Premier National Choir Festival,2000000.0
79015,MISCELLANEOUS PURPOSES,GAUTENG,Imisebeyelanga Services,360000.0
79732,MISCELLANEOUS PURPOSES,GAUTENG,Intuthuko Art Production,500000.0
80213,MISCELLANEOUS PURPOSES,GAUTENG,The Oliver and Adelaide Tambo Foundation Trust,1691000.0
11612,SPORTS,GAUTENG,Eastern Gauteng Jukskei Union,405000.0
62456,SPORTS,GAUTENG,Northcliff High School,99106.0
61087,SPORTS,GAUTENG,Sparrow Schools Educational Trust,48226.3
61866,SPORTS,GAUTENG,Tswhane Chess,409846.0
75027,SPORTS,GAUTENG,Gauteng Sports Council,1000000.0
61862,SPORTS,GAUTENG,Zamintuthuko School,100000.0
63331,SPORTS,GAUTENG,Hoerskool Vorentoe,95230.0
62785,SPORTS,GAUTENG,Esikhisini Combined School,100000.0
62494,SPORTS,GAUTENG,Vaal Tennis Club,132360.02
61893,SPORTS,GAUTENG,Hoerskool Transvalia,101713.0
75096,SPORTS,GAUTENG,Sports Trust,6000000.0
63467,SPORTS,GAUTENG,Tom Newby School,100000.0
64434,SPORTS,GAUTENG,Friend in Need,55011.5
60341,SPORTS,GAUTENG,Laus Deo Primary School,100000.0
63171,SPORTS,GAUTENG,Lowe Primary School,100000.0
64203,SPORTS,GAUTENG,Lesiba Secondary School,100000.0
75200,SPORTS,GAUTENG,SASCOC,7700000.0
63451,SPORTS,GAUTENG,General Smuts High School,100000.0
63777,SPORTS,GAUTENG,Suiderlig High School,101137.0
62104,SPORTS,GAUTENG,Harlequin Rugby Club,196804.0
62546,SPORTS,GAUTENG,Wemmer Pan Rowing Club,200154.66
61582,SPORTS,GAUTENG,Hoerskool Silverton,100000.0
60669,SPORTS,GAUTENG,Nontsikelelo Drop in Center,50000.0
63442,SPORTS,GAUTENG,Laerskool Rayton,100000.0
64389,SPORTS,GAUTENG,Inkathaka-Zulu L.P School,100000.0
49222,SPORTS,GAUTENG,Sedibeng Stoeivereniging,174080.0
64420,SPORTS,GAUTENG,Bedfordview Primary School,100000.0
62604,SPORTS,GAUTENG,Iphutheng Lower Primary School,99449.0
64764,SPORTS,GAUTENG,Zamani Higher Primary School,110000.0
47392,SPORTS,GAUTENG,Fumane Middle School,100000.0
46937,SPORTS,GAUTENG,Roller Sport South Africa,758381.0
64511,SPORTS,GAUTENG,Springs Girls High School,100000.0
63338,SPORTS,GAUTENG,Atlehang Primary School,108600.0
48029,SPORTS,GAUTENG,Springs Secondary School,100000.0
63653,SPORTS,GAUTENG,Ithembelihle School,84500.0
64418,SPORTS,GAUTENG,President Steyn Skool,100000.0
64090,SPORTS,GAUTENG,Sutherland High School,100000.0
48601,SPORTS,GAUTENG,Siphethu Primary School,112040.0
48008,SPORTS,GAUTENG,Hoerskool Die Wilgers,180000.0
64530,SPORTS,GAUTENG,Tsakani Public School,99350.0
63301,SPORTS,GAUTENG,Bredell Primary School,100000.0
63470,SPORTS,GAUTENG,Tom Newby School,100000.0
62589,SPORTS,GAUTENG,Ahmed Timol Secondary School,100000.0
64460,SPORTS,GAUTENG,Muriel Brandskool,100000.0
64417,SPORTS,GAUTENG,Oos Moot High School,100000.0
62775,SPORTS,GAUTENG,Reahile Primary School,83761.0
64238,SPORTS,GAUTENG,Rotara School,50000.0
49148,SPORTS,GAUTENG,Eureka School Funds,100000.0
61097,SPORTS,GAUTENG,Jacobs Well Ministries,43500.0
64467,SPORTS,GAUTENG,Thuto Pele Secondary School,99700.0
47304,SPORTS,GAUTENG,Atlantis Swimming Club,171000.0
62666,SPORTS,GAUTENG,Central Gauteng Athletics,700000.0
38158,SPORTS,GAUTENG,Gauteng Central Tennis Association,1268745.0
64553,SPORTS,GAUTENG,Rivoni Secondary School,86550.0
62239,SPORTS,GAUTENG,Yeoville Community School,50000.0
48147,SPORTS,GAUTENG,Namo Community School Committee,183595.0
63972,SPORTS,GAUTENG,Petit High School,100000.0
62097,SPORTS,GAUTENG,Gauteng Volleyball Union,967598.0
62190,SPORTS,GAUTENG,Matsediso School Committee,50000.0
64541,SPORTS,GAUTENG,Itireleng School for SMH,100284.99
64131,SPORTS,GAUTENG,Kudube Primary School,100000.0
63959,SPORTS,GAUTENG,Realeboha Primary School,99125.0
62389,SPORTS,GAUTENG,Johannesburg Society for the Blind,50000.0
62722,SPORTS,GAUTENG,Hector Peterson Primary School,50000.0
62585,SPORTS,GAUTENG,South African Soccer Initiative,50000.0
62504,SPORTS,GAUTENG,Farrarmere Primary School,50000.0
64768,SPORTS,GAUTENG,Entuthukweni Community Primary School,102002.0
61276,SPORTS,GAUTENG,Kgoro ya Thuto Secondary School,100000.0
64456,SPORTS,GAUTENG,John Voster High School,100000.0
62694,SPORTS,GAUTENG,Phumlani Primary School,100000.0
40270,SPORTS,GAUTENG,Holy Family College,336500.0
39915,SPORTS,GAUTENG,Montsho Primary School,345711.0
72558,SPORTS,GAUTENG,Doornkop United Football Club,200000.0
62430,SPORTS,GAUTENG,Just Footprints Foundation,31935.82
64411,SPORTS,GAUTENG,Phandimfundo Secondary School,99350.0
61755,SPORTS,GAUTENG,Gauteng North Wresting,200000.0
75095,SPORTS,GAUTENG,Sports Trust,2.3516632E7
64351,SPORTS,GAUTENG,Masakhane Primary School,100000.0
60707,SPORTS,GAUTENG,Lumiere Primary School,100000.0
62609,SPORTS,GAUTENG,Primere Skool Nantes,105559.0
63343,SPORTS,GAUTENG,Qhoweng Higher Primary School,100000.0
47321,SPORTS,GAUTENG,Gauteng North Table Tennis Board,415982.0
63583,SPORTS,GAUTENG,Sakha Umphakathi Forum,50000.0
75313,SPORTS,GAUTENG,SASCOC,5002750.0
40347,SPORTS,GAUTENG,Central Gauteng  Aquatics,1383060.0
62475,SPORTS,GAUTENG,Glenvista High School,100000.0
62196,SPORTS,GAUTENG,Thabisong Youth Club,50000.0
62186,SPORTS,GAUTENG,SA Water Ski Federation,1997440.0
62537,SPORTS,GAUTENG,Afrikaanse Hoer Meisieskool,100000.0
64777,SPORTS,GAUTENG,Value Citizen Development Organization,43795.0
75137,SPORTS,GAUTENG,Gauteng North Ringtennis Union,250000.0
46705,SPORTS,GAUTENG,Martial Arts & Games Committee South Africa,3000000.0
64262,SPORTS,GAUTENG,Moletsane High School,102600.0
48831,SPORTS,GAUTENG,Lourdes Primary School,100000.0
48813,SPORTS,GAUTENG,Mokonyama Primary School,123354.6
62556,SPORTS,GAUTENG,Ebenezer Sports Development,50000.0
64001,SPORTS,GAUTENG,Khensani Primary School,100000.0
62642,SPORTS,GAUTENG,Zamukhanyo Primary School,100000.0
60456,SPORTS,GAUTENG,Mablomong Farm School,100000.0
47640,SPORTS,GAUTENG,Tshediso Primary School,107900.0
61035,SPORTS,GAUTENG,Randhart Laerskool,91491.0
63963,SPORTS,GAUTENG,Phumelela Primary School,99291.92
64485,SPORTS,GAUTENG,Nelson Rolihlahla Primary School,100000.0
60293,SPORTS,GAUTENG,Pitseng Primary School,100000.0
62446,SPORTS,GAUTENG,Namo Community School Committee,100000.0
32452,SPORTS,GAUTENG,CSIR (Sports Technology Centre),2000000.0
38110,SPORTS,GAUTENG,SA Equestrian Council,2387500.0
38171,SPORTS,GAUTENG,University of the Witwatersrand,1368975.0
38210,SPORTS,GAUTENG,Mandeville Sports & Social Club,600000.0
38214,SPORTS,GAUTENG,Gauteng Cricket Board,1222333.3
38852,SPORTS,GAUTENG,Volleyball South Africa,3223130.5
38857,SPORTS,GAUTENG,Cricket South Africa,2500000.0
38857,SPORTS,GAUTENG,Cricket South Africa,5322860.0
39996,SPORTS,GAUTENG,Goedehoop Primary School,600000.0
40159,SPORTS,GAUTENG,Rebontsheng Primary School,300000.0
46468,SPORTS,GAUTENG,Sedibeng District Municipality,3030000.0
46489,SPORTS,GAUTENG,CIDA City Campus,272742.57
46668,SPORTS,GAUTENG,Triathlon South Africa,2000000.0
46669,SPORTS,GAUTENG,Eastern Gauteng Hockey Association,2250000.0
46713,SPORTS,GAUTENG,Swimming South Africa,750000.0
46723,SPORTS,GAUTENG,SASCOC,2.1902E7
46806,SPORTS,GAUTENG,SA Amateur Fencing Association,580500.0
47146,SPORTS,GAUTENG,Kungwini Welfare Organisation,50000.0
47408,SPORTS,GAUTENG,Marks Park Sports Club,200000.0
47618,SPORTS,GAUTENG,Mahlwareng Primary School,500000.0
47708,SPORTS,GAUTENG,Lesego Primary School,180000.0
48453,SPORTS,GAUTENG,Reatlegile Primary School,180000.0
48530,SPORTS,GAUTENG,Jeppe High Preparatory School,99999.0
48697,SPORTS,GAUTENG,Mablomong Intermediate School,100000.0
48706,SPORTS,GAUTENG,Boitumelong Senior Secondary School,104387.84
49020,SPORTS,GAUTENG,Parktown Boys High School,180000.0
49158,SPORTS,GAUTENG,Laerskool Parksig,180000.0
49280,SPORTS,GAUTENG,Wits Univ Foundation,500000.0
60345,SPORTS,GAUTENG,Khomanani LP School,105200.0
60348,SPORTS,GAUTENG,Mdelwa Hlongwane Primary School,102000.0
60350,SPORTS,GAUTENG,Moshate Secondary School,100000.0
60561,SPORTS,GAUTENG,Cathula Primary School,100000.0
60631,SPORTS,GAUTENG,Hurlyvale Primary School,82298.0
60663,SPORTS,GAUTENG,Fumane Middle School,100000.0
60825,SPORTS,GAUTENG,Strubenvale Primary School,100000.0
61056,SPORTS,GAUTENG,ST.Matthews Private Primary School,100000.0
61245,SPORTS,GAUTENG,South African Tennis Association,2538250.0
61891,SPORTS,GAUTENG,Sehopotso Secondary School,100000.0
61938,SPORTS,GAUTENG,Rand Park Primary School,99354.0
61975,SPORTS,GAUTENG,St Barnabas College,84078.3
61992,SPORTS,GAUTENG,SASCOC,2.8666666E7
61996,SPORTS,GAUTENG,Welgedagse Laerskool,99999.0
62064,SPORTS,GAUTENG,SA Football Association:Sedibeng,503000.0
62076,SPORTS,GAUTENG,Athletics Gauteng North,1000000.0
62276,SPORTS,GAUTENG,Marotola Primary School,100000.0
62393,SPORTS,GAUTENG,Rooseveldt Park Bowling Club,200000.0
62464,SPORTS,GAUTENG,Cullinan Combined School,100428.03
62465,SPORTS,GAUTENG,Nkholi Primary School,100000.0
62487,SPORTS,GAUTENG,Lethabo Le Khutso,50000.0
62504,SPORTS,GAUTENG,Farrarmere Primary School,50000.0
62542,SPORTS,GAUTENG,Alexandra & Northrand Local Football Assoc,200000.0
62565,SPORTS,GAUTENG,Lekoa Shandu Secondary School,45833.7
62728,SPORTS,GAUTENG,Volkskool Skoolfonds(Laer),100000.0
62730,SPORTS,GAUTENG,Supreme Chess Trust,50000.0
62794,SPORTS,GAUTENG,SA Sports Anglers & Casting Confederation,965000.0
62952,SPORTS,GAUTENG,Rantailane High School,100000.0
63297,SPORTS,GAUTENG,Masisebenze Comprehensive School,100000.0
63308,SPORTS,GAUTENG,Southern Suburbs Squash Club,200000.0
63493,SPORTS,GAUTENG,Rowing South Africa,2000000.0
63505,SPORTS,GAUTENG,Emdeni Football Club,200000.0
63512,SPORTS,GAUTENG,Rietondale Tennisklub,210000.0
63517,SPORTS,GAUTENG,SA Taekwondo Federation,1000000.0
63834,SPORTS,GAUTENG,Krugerlaan School,100000.0
63958,SPORTS,GAUTENG,Hleziphi Primary School,99862.0
64147,SPORTS,GAUTENG,Tlakukani Combined School,100000.0
64359,SPORTS,GAUTENG,Munt Hengel Klub,131552.0
64400,SPORTS,GAUTENG,Reef Hunters Angling Club,150000.0
64423,SPORTS,GAUTENG,Florida Park Tennis Club,200000.0
64427,SPORTS,GAUTENG,Letsemeng Primary School,110000.0
64475,SPORTS,GAUTENG,Werda Primary School,100000.0
64568,SPORTS,GAUTENG,Laerskool Vaalrivier,104883.0
64775,SPORTS,GAUTENG,Zola Seven Stars Football Club,109100.0
65387,SPORTS,GAUTENG,Afrikaanse Hoer Meisieskool,154109.63
65421,SPORTS,GAUTENG,Alafang High School,105000.0
65423,SPORTS,GAUTENG,Abram Hlophe Primary School,100000.0
65483,SPORTS,GAUTENG,Jeppe High Schools Quondam Club,200000.0
75306,SPORTS,GAUTENG,Central Gauteng Athletics,3000000.0
77443,SPORTS,GAUTENG,Sports Trust,8000000.0
77445,SPORTS,GAUTENG,Sports Trust,2.5E7
28392,"ARTS, CULTURE AND NATIONAL HERITAGE",KWAZULU-NATAL,Isimangaliso Wetland Park Authority,1331636.0
54707,"ARTS, CULTURE AND NATIONAL HERITAGE",KWAZULU-NATAL,Umuzi Wenkosi Cultural Youth Centre,737750.0
56562,"ARTS, CULTURE AND NATIONAL HERITAGE",KWAZULU-NATAL,Manzamnyama Creche,176022.28
55066,"ARTS, CULTURE AND NATIONAL HERITAGE",KWAZULU-NATAL,Phoenix Community Centre,1100000.0
38326,"ARTS, CULTURE AND NATIONAL HERITAGE",KWAZULU-NATAL,Zulu Mpophomeni Tourism Experience,2776440.0
56205,"ARTS, CULTURE AND NATIONAL HERITAGE",KWAZULU-NATAL,Ibutholokonga Conversation Project,103680.0
42833,"ARTS, CULTURE AND NATIONAL HERITAGE",KWAZULU-NATAL,Msunduzi Music Centre,1111600.0
73412,"ARTS, CULTURE AND NATIONAL HERITAGE",KWAZULU-NATAL,Phoenix Community Centre,5599699.0
55977,"ARTS, CULTURE AND NATIONAL HERITAGE",KWAZULU-NATAL,Phoenix Community Centre,2940400.0
56248,"ARTS, CULTURE AND NATIONAL HERITAGE",KWAZULU-NATAL,South Durban Community Environmental Alliance,416000.0
55276,"ARTS, CULTURE AND NATIONAL HERITAGE",KWAZULU-NATAL,Thanda After School,475000.0
54696,"ARTS, CULTURE AND NATIONAL HERITAGE",KWAZULU-NATAL,Mzansi Arts Development Ensemble,1972312.4
55841,"ARTS, CULTURE AND NATIONAL HERITAGE",KWAZULU-NATAL,Natal Society for the Blind,313553.0
73137,"ARTS, CULTURE AND NATIONAL HERITAGE",KWAZULU-NATAL,The Hillcrest Aids Centre Trust,653822.4
73032,"ARTS, CULTURE AND NATIONAL HERITAGE",KWAZULU-NATAL,Inqubeko  Projects,570000.0
56582,"ARTS, CULTURE AND NATIONAL HERITAGE",KWAZULU-NATAL,Phakathwayo Creche,128225.3
54710,"ARTS, CULTURE AND NATIONAL HERITAGE",KWAZULU-NATAL,African Conservation Trust,7576057.5
54729,"ARTS, CULTURE AND NATIONAL HERITAGE",KWAZULU-NATAL,Duzi-Umngeni Conservation Trust,878152.0
54971,"ARTS, CULTURE AND NATIONAL HERITAGE",KWAZULU-NATAL,Mhlanganyelwa Creche,193125.15
55228,"ARTS, CULTURE AND NATIONAL HERITAGE",KWAZULU-NATAL,Phoenix Child And Family Welfare Society,280000.0
55237,"ARTS, CULTURE AND NATIONAL HERITAGE",KWAZULU-NATAL,Maritzburg College,115600.0
56310,"ARTS, CULTURE AND NATIONAL HERITAGE",KWAZULU-NATAL,Siphiwesihle,302226.4
56397,"ARTS, CULTURE AND NATIONAL HERITAGE",KWAZULU-NATAL,Inkanyezi Yokusa Radio,1402336.0
56452,"ARTS, CULTURE AND NATIONAL HERITAGE",KWAZULU-NATAL,Valley Trust,570000.0
56454,"ARTS, CULTURE AND NATIONAL HERITAGE",KWAZULU-NATAL,Twist Theatre Development Projects,422040.0
56693,"ARTS, CULTURE AND NATIONAL HERITAGE",KWAZULU-NATAL,Pietermaritzburg Gay & Lesbian Network,66950.0
72690,"ARTS, CULTURE AND NATIONAL HERITAGE",KWAZULU-NATAL,Friends of Music,950000.0
72848,"ARTS, CULTURE AND NATIONAL HERITAGE",KWAZULU-NATAL,Esayidi FET College,731636.4
72874,"ARTS, CULTURE AND NATIONAL HERITAGE",KWAZULU-NATAL,Natal Society for the Blind,942934.0
72902,"ARTS, CULTURE AND NATIONAL HERITAGE",KWAZULU-NATAL,Zakhele Training Trust (Port Shepstone Training Trust),987125.0
72912,"ARTS, CULTURE AND NATIONAL HERITAGE",KWAZULU-NATAL,Khulani Children's Shelter,4247361.3
72927,"ARTS, CULTURE AND NATIONAL HERITAGE",KWAZULU-NATAL,Ngwenya Msomi Primary School,917478.5
72929,"ARTS, CULTURE AND NATIONAL HERITAGE",KWAZULU-NATAL,Inanda Special School-LSEN,3136516.76
72930,"ARTS, CULTURE AND NATIONAL HERITAGE",KWAZULU-NATAL,Bhekulwandle School,873255.75
72955,"ARTS, CULTURE AND NATIONAL HERITAGE",KWAZULU-NATAL,Nuwe Republiek School,200000.0
72961,"ARTS, CULTURE AND NATIONAL HERITAGE",KWAZULU-NATAL,Umzimkulu Development Services,570000.0
73032,"ARTS, CULTURE AND NATIONAL HERITAGE",KWAZULU-NATAL,Inqubeko  Projects,380000.0
73440,"ARTS, CULTURE AND NATIONAL HERITAGE",KWAZULU-NATAL,African Sinakho Arts,550998.6
73440,"ARTS, CULTURE AND NATIONAL HERITAGE",KWAZULU-NATAL,African Sinakho Arts,367332.4
73462,"ARTS, CULTURE AND NATIONAL HERITAGE",KWAZULU-NATAL,Justice & Women,264935.0
73472,"ARTS, CULTURE AND NATIONAL HERITAGE",KWAZULU-NATAL,Quadriplegic Association of SA,156990.0
73557,"ARTS, CULTURE AND NATIONAL HERITAGE",KWAZULU-NATAL,Fahlaza Primary School,650900.0
73572,"ARTS, CULTURE AND NATIONAL HERITAGE",KWAZULU-NATAL,SA Assoc for Marine B/S- Grant-In-Aid,1118674.8
73800,"ARTS, CULTURE AND NATIONAL HERITAGE",KWAZULU-NATAL,Ethekwini  Community Foundation Trust,3287551.8
74319,"ARTS, CULTURE AND NATIONAL HERITAGE",KWAZULU-NATAL,Tobeka Madiba Zuma Foundation,3725400.0
74522,"ARTS, CULTURE AND NATIONAL HERITAGE",KWAZULU-NATAL,Isilutshana Primary School,200000.0
74590,"ARTS, CULTURE AND NATIONAL HERITAGE",KWAZULU-NATAL,Umtapo Centre,2278851.95
66760,CHARITIES,KWAZULU-NATAL,Galane Centre,410541.0
56654,CHARITIES,KWAZULU-NATAL,Mhlanganyelwa Creche,81250.0
45056,CHARITIES,KWAZULU-NATAL,Masibumbane Christians Care Org,373458.0
58131,CHARITIES,KWAZULU-NATAL,Manyane Primary School,200000.0
66754,CHARITIES,KWAZULU-NATAL,Tabitha Ministries,701000.0
66034,CHARITIES,KWAZULU-NATAL,House of Shalom,1286810.0
