Name,Sector,Amount
Meridian College Schools (Pretoria),Sport & Recreation,323512
Mgudlwa Secondary School,Sport & Recreation,250000
Mgwayini Primary School,Sport & Recreation,250000
Mgwezani Combined School,Sport & Recreation,300000
Mgwezani Combined School,Sport & Recreation,200000
Middelburg Golf & Country Club,Sport & Recreation,450000
Midlands Rugby Sub-Union,Sport & Recreation,800000
Midlands Squash Union,Sport & Recreation,275000
Midlands Tennis Association,Sport & Recreation,12000
Midwaters Bowling Club,Sport & Recreation,288420
Mitchell Park Tennis Club,Sport & Recreation,324000
Mitchell Park Tennis Club,Sport & Recreation,126000
MK Moeti Primary School,Sport & Recreation,551039
Mmabatho High School,Sport & Recreation,350000
Mmabolepu Secondary School,Sport & Recreation,482300
Mmamatli Middle School,Sport & Recreation,450000
Mmamogwai Secondary School,Sport & Recreation,400000
Mmamolope Secondary School,Sport & Recreation,50000
Mmashadi High School,Sport & Recreation,250000
Modimolle Primary School,Sport & Recreation,699634
Moekwe Primary School,Sport & Recreation,300000
Mofufutso Primary School,Sport & Recreation,300000
Mogale Primary School,Sport & Recreation,431500
Mohaladitwe Secondary School,Sport & Recreation,350000
Mohobo Public School,Sport & Recreation,350000
Mokolfa,Sport & Recreation,418560
Mokwallo Public School,Sport & Recreation,300000
Mokwena Primary School,Sport & Recreation,400000
Molapomatebele Primary School,Sport & Recreation,291750
Molotlegi Malebye Primary School,Sport & Recreation,413000
Monnamere Primary School,Sport & Recreation,400000
Monnamere Primary School,Sport & Recreation,300000
Montana Cricket Club,Sport & Recreation,165000
Montrouge Primary School,Sport & Recreation,32740
Montsho Primary School,Sport & Recreation,350000
Mopani South East FET College,Sport & Recreation,1000000
Mopje JS High School,Sport & Recreation,500000
Morage School,Sport & Recreation,300000
Morage School,Sport & Recreation,200000
Morokwa Ditlou Primary School,Sport & Recreation,400000
Morwe Middle School,Sport & Recreation,275000
"Moses Maren Mission Technical
Secondary School",Sport & Recreation,350000
Mosetlha Primary School,Sport & Recreation,50000
Moshate Secondary School,Sport & Recreation,350000
Moshidi Secondary School,Sport & Recreation,500000
Moshoette Primary School,Sport & Recreation,700000
Mosonyane Middle School,Sport & Recreation,300000
Mosupatsela Senior Secondary School,Sport & Recreation,500000
Motlolatsoku (Primary) School,Sport & Recreation,50000
Motswatemeng High School,Sport & Recreation,500000
Mphambo High School,Sport & Recreation,403200
Mphoetsile Primary School,Sport & Recreation,700000
Mphotho Middle School,Sport & Recreation,700000
Mpumalanga Cricket Union,Sport & Recreation,1436750
Mpumalanga Cricket Union,Sport & Recreation,1071500
"Mpumalanga Streek Swem (MP
Swimming)",Sport & Recreation,746038
Mpumalanga Tennis Association,Sport & Recreation,549456
Mqiniswa Primary School,Sport & Recreation,350000
Msukaligwa Local Municipality,Sport & Recreation,700000
Mtimandze Secondary School,Sport & Recreation,300000
Mtshakela Secondary School,Sport & Recreation,250000
Mtuba Christian Academy,Sport & Recreation,691729
Mukhwantheli Secondary School,Sport & Recreation,50000
Mulangaphuma Primary School,Sport & Recreation,160000
Mulenga Secondary School,Sport & Recreation,200000
Munzhedzi Primary School,Sport & Recreation,50000
Mutende School Committee,Sport & Recreation,650000
Mveledzandivho Lower Primary School,Sport & Recreation,50000
MW Kgatla Primary School,Sport & Recreation,400000
N J Heyns Special School,Sport & Recreation,400000
Natal Midlands Hockey Association,Sport & Recreation,403720
"Natal Sports Assoc  for Physically
Disabled",Sport & Recreation,372000
Naudeville Primary School,Sport & Recreation,700000
Ndebele College of Education,Sport & Recreation,1000000
Ndedema Primary School,Sport & Recreation,80000
Ndimande Primary School,Sport & Recreation,50000
"Nelson Mandela Metropolitan University
(Univ of PE)",Sport & Recreation,2005528
"Nelson Mandela Metropolitan University
(Univ of PE)",Sport & Recreation,3000000
Netball SA,Sport & Recreation,2000000
Netball SA,Sport & Recreation,2000000
New Ermelo Primary School,Sport & Recreation,40441
New West Secondary School,Sport & Recreation,106228
Ngwana Mohube Community School,Sport & Recreation,381631
Nkholi Primary School,Sport & Recreation,500000
Nkoana-Poo Middle School,Sport & Recreation,400000
Nkoana-Poo Middle School,Sport & Recreation,296300
Nkomo Primary School,Sport & Recreation,150000
"Nkungumathe Youth Development
Forum",Sport & Recreation,743395
No Limits Trampoline Club,Sport & Recreation,540000
Nomcamba Junior Secondary School,Sport & Recreation,250000
Nonceba Primary School,Sport & Recreation,350000
Noordvaal Primary School,Sport & Recreation,219496
"Noordwes Muurbal Unie (NW Squash
Assoc)",Sport & Recreation,63900
"Noordwes Muurbal Unie (NW Squash
Assoc)",Sport & Recreation,300000
North Primary School (Sasolburg),Sport & Recreation,130000
North West Academy of Sport,Sport & Recreation,2250000
North West Gymnastics,Sport & Recreation,-10811
North West Gymnastics,Sport & Recreation,1884900
North West Gymnastics,Sport & Recreation,1884900
North West Netball Forum,Sport & Recreation,127500
Northern Cape Academy of Sport,Sport & Recreation,1575000
Northern Cape Academy of Sport,Sport & Recreation,1290000
"Northern Cape Rural FET College
(Upington Campus)",Sport & Recreation,1036980
Northerns Cricket Union,Sport & Recreation,1066666
Northerns Cricket Union,Sport & Recreation,645000
Northerns Cricket Union,Sport & Recreation,1125000
Northerns Hockey Association,Sport & Recreation,1266000
Northwood Crusaders Sports Club,Sport & Recreation,400000
Northwood School,Sport & Recreation,350000
Norvalspont Primary School,Sport & Recreation,250000
Notintsila Junior Secondary School,Sport & Recreation,250000
Nqobizizwe LP School,Sport & Recreation,150000
Nqwenerana Primary School,Sport & Recreation,49711
Ntambanana Municipality,Sport & Recreation,333333
Ntjhafaditswe Intermediate School,Sport & Recreation,462435
Ntsundwane Junior Secondary School,Sport & Recreation,150000
Nyadzani Secondary School,Sport & Recreation,482600
Nyalunga (Primary) School,Sport & Recreation,200000
Nyalunga (Primary) School,Sport & Recreation,300000
Nyenye Combined Primary School,Sport & Recreation,250000
Nzame Public School,Sport & Recreation,50000
Oakdale Agricultural High School,Sport & Recreation,223885
Ogies School,Sport & Recreation,400000
Olehile Manchwe Middle School,Sport & Recreation,360000
Olien High School,Sport & Recreation,700000
Olympic Primary School,Sport & Recreation,50000
Onze Rust Primary School,Sport & Recreation,300000
Onze Rust Primary School,Sport & Recreation,338400
Oospark Primary School,Sport & Recreation,254512
Orangekrag Primary Skool,Sport & Recreation,45000
Orbit FET College,Sport & Recreation,931630
Orion High School,Sport & Recreation,400000
Othaile Primary/Community School,Sport & Recreation,500000
Overstrand Municipality,Sport & Recreation,500000
P S Fourie Primary School,Sport & Recreation,270957
Paballong Primary School,Sport & Recreation,350000
Panorama Sports Club,Sport & Recreation,600000
Park Avenue Tennis Club,Sport & Recreation,209106
Parkhurst Primary School,Sport & Recreation,250000
Parkside Mens Hockey Club,Sport & Recreation,300020
Parktown Boys High School,Sport & Recreation,500000
Parktown High School for Girls,Sport & Recreation,700000
Parow Tennis Club,Sport & Recreation,591200
Patoga  Primary School,Sport & Recreation,707500
Paul Erasmus High School,Sport & Recreation,700000
Paul Mosaka Combined School,Sport & Recreation,500000
Pecanwood Educational Trust,Sport & Recreation,164520
Petrus Maziya Primary School,Sport & Recreation,475000
Phahameng Intermediate School,Sport & Recreation,328000
Phamehlo Primary School,Sport & Recreation,500000
Phandulwazi Agricultural High School,Sport & Recreation,535000
Phenye Botlhe Primary School,Sport & Recreation,338808
Phenye Botlhe Primary School,Sport & Recreation,269214
"Phepane Lower Primary (Intermediate)
School",Sport & Recreation,300000
Philip Mzamo Senior Secondary School,Sport & Recreation,450289
Philip Mzamo Senior Secondary School,Sport & Recreation,49711
Phiri A Feta Secondary School,Sport & Recreation,400000
Phiri A Feta Secondary School,Sport & Recreation,300000
Phokela Secondary School,Sport & Recreation,344200
Pholoho Special School,Sport & Recreation,400000
Pholokgolo Primary School,Sport & Recreation,350000
Phutakwe Junior Secondary School,Sport & Recreation,500000
Phuthumani Primary School,Sport & Recreation,500000
Picketberg High School,Sport & Recreation,700000
Piet Aphane Secondary School,Sport & Recreation,350000
Pile Primary School Committee,Sport & Recreation,500000
Pinelands High School,Sport & Recreation,521262
Pixley Ka Seme District Municipality,Sport & Recreation,1000000
Polokwane Golf Club,Sport & Recreation,300000
Polonia Community/Primary School,Sport & Recreation,50000
Port Alfred Tennis Club,Sport & Recreation,540000
Port Elizabeth Football Association,Sport & Recreation,374500
Port Elizabeth Lawn Tennis Club,Sport & Recreation,319879
Port Rex Technical High School,Sport & Recreation,401560
Potchefstroom Buite Club,Sport & Recreation,5125
Potchefstroom Gymnasium,Sport & Recreation,400000
"President Mangope Technical High
School",Sport & Recreation,300000
"Pretoria Child & Family Care Society
(Child Welfare Tshwane)",Sport & Recreation,552043
Pretoria High School for Girls,Sport & Recreation,477400
Pretoria Vriendekring,Sport & Recreation,539955
Prince & Princess Creche & Pre-School,Sport & Recreation,700000
Pro Practicum School,Sport & Recreation,700000
Progress Primary School,Sport & Recreation,50000
Protea School,Sport & Recreation,700000
PW Botha Kollege Trust,Sport & Recreation,400000
PW Botha Kollege Trust,Sport & Recreation,300000
Qalabocha Primary School,Sport & Recreation,101789
Qedilizwe Secondary School,Sport & Recreation,700000
Queens College Boys High School,Sport & Recreation,368036
R P Moodley  School,Sport & Recreation,93400
Rabasotho Combined School,Sport & Recreation,400000
Racing & Equestrian Academy,Sport & Recreation,598000
Racing & Equestrian Academy,Sport & Recreation,500000
Radzambo Secondary School,Sport & Recreation,290000
Rakgwedi-Bokang Secondary School,Sport & Recreation,51300
Rakoko High School,Sport & Recreation,700000
Ramakonyane Secondary School,Sport & Recreation,700000
Ramaolwane High School,Sport & Recreation,500000
Ramblers Tennis Club,Sport & Recreation,255191
Randfontein Local Municipality,Sport & Recreation,500000
Ratampai Middle School,Sport & Recreation,530000
Rathaga School,Sport & Recreation,513450
RC Mills Football Club,Sport & Recreation,60320
RD Williams Primary School,Sport & Recreation,319200
Reabetswe Secondary School,Sport & Recreation,366294
Read Sea Football Club,Sport & Recreation,46797
Rebone Secondary School,Sport & Recreation,350000
Rebontsheng Primary School,Sport & Recreation,350000
Refentse Primary School,Sport & Recreation,300000
Reikagile Secondary School,Sport & Recreation,407000
Reitzpark Volk (Primary) School,Sport & Recreation,660145
Rekopantswe Secondary School,Sport & Recreation,350000
Renosterberg Municipality,Sport & Recreation,650000
Republiek Laerskool,Sport & Recreation,500000
Reti Secondary School,Sport & Recreation,150000
Retlakgona Primary School,Sport & Recreation,700000
Rev MP Malatjie Primary School,Sport & Recreation,332500
Rev MP Malatjie Primary School,Sport & Recreation,332500
Rev MP Malatjie Primary School,Sport & Recreation,460000
Rhodes University Sports Administration,Sport & Recreation,3263966
Ridgeview Primary School,Sport & Recreation,300000
Ridgeway College,Sport & Recreation,410000
Ridgeway College,Sport & Recreation,290000
Riebeeckstad High School,Sport & Recreation,520000
Riverside High School,Sport & Recreation,400000
Riverside High School,Sport & Recreation,300000
Riviersonderend Tennis Club,Sport & Recreation,110000
Rivoningo Family Preservation Project,Sport & Recreation,119427
Robertson Bowling Club,Sport & Recreation,450000
Robertson Cricket Club,Sport & Recreation,172359
Robertson Voorbereidingskool,Sport & Recreation,700000
Roller Sport South Africa,Sport & Recreation,750000
Roodezandt Secondary School,Sport & Recreation,300000
Roosevelt High School,Sport & Recreation,484544
Rosendal Primary School,Sport & Recreation,250000
"Rosenhof Youth Care & Education
Centre - Hoerskool Rosenhof",Sport & Recreation,400000
Roseview Primary School,Sport & Recreation,400000
Rowing South Africa,Sport & Recreation,2720834
Rustenburg Local Municipality,Sport & Recreation,504000
S A Sport Aerobics & Fitness Federation,Sport & Recreation,421579
SA Amateur Fencing Association,Sport & Recreation,1031257
SA College High School Devpt Fund,Sport & Recreation,299288
"SA Drum Majorette Association
[SADMA]",Sport & Recreation,750000
SA Equestrian Council,Sport & Recreation,2387500
SA Figure Skating Association,Sport & Recreation,49900
SA Football Association,Sport & Recreation,10000000
"SA Football Association-Nelson Mandela
Bay",Sport & Recreation,790000
SA Lifesaving (Umtamvuma Club),Sport & Recreation,248400
SA Model Aircraft Association,Sport & Recreation,450000
SA National Archery Association,Sport & Recreation,641000
SA National Archery Association,Sport & Recreation,615550
SA Shooting Sport Federation,Sport & Recreation,237817
"SA Sport Association for the Physically
Disabled",Sport & Recreation,625500
"SA Sport Association for the Physically
Disabled",Sport & Recreation,1350000
"SA Sport Association for the Physically
Disabled",Sport & Recreation,400000
"SA Sport Association for the Physically
Disabled",Sport & Recreation,1000000
"SA Sports Association for the
Intellectually Impaired",Sport & Recreation,410000
"SA Sports Association for the
Intellectually Impaired",Sport & Recreation,6468800
SA Taekwondo Federation,Sport & Recreation,1076121
SA Taekwondo Federation,Sport & Recreation,1076121
"SA Tenniquoits Board (SA Ringtennis
Raad)",Sport & Recreation,749000
SA Toutrek,Sport & Recreation,741500
SA Toutrek,Sport & Recreation,600000
SA Toutrek,Sport & Recreation,741500
SA Transplant Sports Association,Sport & Recreation,7000000
SA Water Ski Federation,Sport & Recreation,665321
SA Weightlifting Federation,Sport & Recreation,1400000
Saamstaan Primary School,Sport & Recreation,400000
"SACHA Project (Sports Against Crime
& HIV)",Sport & Recreation,45527
Sacred Heart College,Sport & Recreation,695585
SAFA Chatsworth Football Association,Sport & Recreation,150000
SAFA Johannesburg,Sport & Recreation,600000
SAFA Lejweleputswa,Sport & Recreation,800000
SAFA Thabo Mofutsanyane,Sport & Recreation,747611
SAFA Ukhahlamba,Sport & Recreation,300000
SAFA Ukhahlamba,Sport & Recreation,404400
SAFA Winterveldt Football Association,Sport & Recreation,480040
Sagewood Foundation,Sport & Recreation,700000
"Sail Africa Youth Development
Foundation",Sport & Recreation,498000
Sand du Plessis High School,Sport & Recreation,457000
Sandfields Primary,Sport & Recreation,350000
Sandi Senior Secondary School,Sport & Recreation,248000
Sandringham High School,Sport & Recreation,554400
Sarasvati Primary School,Sport & Recreation,300000
SASCOC,Sport & Recreation,17727000
SASCOC,Sport & Recreation,29691750
Sasol Wrestling Club,Sport & Recreation,198305
Schoemanspark Golf & Recreation Club,Sport & Recreation,290000
Schonkenville Intermediate School,Sport & Recreation,325025
Seana Marena Secondary School,Sport & Recreation,250000
Sebele Intermediate School,Sport & Recreation,301019
"Sedibeng College for FET (Central
Office)",Sport & Recreation,1100000
"Sedibeng College for FET (Central
Office)",Sport & Recreation,1000000
Sedibeng Primary School,Sport & Recreation,240000
Sedibeng Primary School,Sport & Recreation,260000
Sehopotso Secondary School,Sport & Recreation,399000
Sejankabo High School,Sport & Recreation,250000
Sekgopi Primary School,Sport & Recreation,300000
Sekgopi Primary School,Sport & Recreation,200000
Sekgothi Primary School,Sport & Recreation,300000
Sekgwari Higher Primary School,Sport & Recreation,400000
Sekhukhumele Secondary School,Sport & Recreation,700000
Sekuruwe School,Sport & Recreation,550000
Selborne Primary School,Sport & Recreation,300000
Selborne Primary School,Sport & Recreation,200000
Selbourne College,Sport & Recreation,700000
Selogilwe Intermediate School,Sport & Recreation,350000
Sentraal Primary School,Sport & Recreation,361000
Sentrale Primary School,Sport & Recreation,400000
Sentrale Primary School,Sport & Recreation,300000
Seokeng Senior Secondary School,Sport & Recreation,32500
Seroophata Primary School,Sport & Recreation,500000
Seroto Mmatshehla Primary School,Sport & Recreation,300000
Sethlare Higher Primary School,Sport & Recreation,389967
Shakung Primary School Committee,Sport & Recreation,400000
Shakwaneng Primary School,Sport & Recreation,104710
Shingwedzi High School,Sport & Recreation,460000
Shishila Primary School,Sport & Recreation,224745
"Sibongimpumelelo Combined Primary
School",Sport & Recreation,450000
Siboniwe Primary School,Sport & Recreation,490748
Silindile Secondary School,Sport & Recreation,400000
Silindile Secondary School,Sport & Recreation,300000
Silindokuhle Special School,Sport & Recreation,700000
Simuyembiwa Combined School,Sport & Recreation,500000
"Sindekile Community (Intermediate)
School",Sport & Recreation,315000
Sinejhudu Primary/Combined School,Sport & Recreation,300000
Sinethezekile Public Primary School,Sport & Recreation,370000
Sinoville Cricket Club,Sport & Recreation,437382
Siphiwe Primary School,Sport & Recreation,300000
Siyakhula Lower Primary School,Sport & Recreation,300000
Siyaphambili Secondary School,Sport & Recreation,444859
Sizingisile Senior Secondary School,Sport & Recreation,49711
Skhila Secondary School,Sport & Recreation,300000
Sobantu Senior Secondary School,Sport & Recreation,300000
Somerset West Golf Club,Sport & Recreation,432700
Sondlovu Primary School,Sport & Recreation,400000
Sondlovu Primary School,Sport & Recreation,300000
Sotinini Senior Secondary School,Sport & Recreation,398986
South African Cycling Federation,Sport & Recreation,2000000
South African Cycling Federation,Sport & Recreation,2000000
South African Deaf Sport Federation,Sport & Recreation,1249000
South African Gymnastics Federation,Sport & Recreation,2000000
South African Gymnastics Federation,Sport & Recreation,2000000
South African Handball Federation,Sport & Recreation,829290
South African Hockey Association,Sport & Recreation,2677500
South African Hockey Association,Sport & Recreation,2677500
South African Korfball Federation,Sport & Recreation,718965
"South African Modern Pentathlon
Association",Sport & Recreation,381300
South African Rugby Football Union,Sport & Recreation,5140000
South African Rugby Football Union,Sport & Recreation,1000000
South African Table Tennis Board,Sport & Recreation,1868622
South African Tennis Association,Sport & Recreation,2560000
South African Tennis Association,Sport & Recreation,7000000
South African Tennis Association,Sport & Recreation,2916184
South African Wrestling Federation,Sport & Recreation,456333
South African Wrestling Federation,Sport & Recreation,698280
South African Wrestling Federation,Sport & Recreation,1813149
South West Gauteng College,Sport & Recreation,1000000
South Western Districts Cricket Board,Sport & Recreation,1800000
"Southern Natal Surf Lifesaving
Association",Sport & Recreation,549200
Southern Natal Surfriders Association,Sport & Recreation,427800
"Soweto Canoe & Recreation Club
(Kayak Excellence)",Sport & Recreation,450000
Special Olympics South Africa,Sport & Recreation,679265
Sport Development Plan - Altus Sport,Sport & Recreation,500000
Sports Science Institute of South Africa,Sport & Recreation,836000
Squash South Africa,Sport & Recreation,828666
St Albans Primary School,Sport & Recreation,50000
St Catherine's Dominican Convent,Sport & Recreation,350000
St Helena Primary School,Sport & Recreation,640000
St Josephs Marist College,Sport & Recreation,499202
St Konrad Primary School,Sport & Recreation,222710
St. Annes Primary School,Sport & Recreation,144000
St. John RC Primary School,Sport & Recreation,275000
"St. Peter's International Independent
School",Sport & Recreation,390000
Stabilis Treatment Centre,Sport & Recreation,400000
Standard Cricket Club,Sport & Recreation,235511
Stanford Lake College,Sport & Recreation,120000
Stellenbosch District Riding Club,Sport & Recreation,461371
Sternham Primary School,Sport & Recreation,570000
Steve Tshwete Municipality,Sport & Recreation,577930
Strandfontein Surf Lifesaving Club,Sport & Recreation,31000
Suiderbergskool,Sport & Recreation,300000
Suiderlig High School,Sport & Recreation,471735
Suiderlig High School,Sport & Recreation,228265
Suncoast Pirates Surf Lifesaving Club,Sport & Recreation,50000
Suncoast Pirates Surf Lifesaving Club,Sport & Recreation,400000
Sunvalley Primary School,Sport & Recreation,350000
Surfing South Africa,Sport & Recreation,770890
Surfing South Africa,Sport & Recreation,483690
Surfing South Africa,Sport & Recreation,641179
Swarthmore Primary School,Sport & Recreation,350000
Swartland Municipality,Sport & Recreation,1500000
Swimming South Africa,Sport & Recreation,4000000
Swimming South Africa,Sport & Recreation,3500000
Swimming South Africa,Sport & Recreation,4000000
Swimrite Swimming Club,Sport & Recreation,446000
Tawana Community Primary School,Sport & Recreation,300000
Tawana Community Primary School,Sport & Recreation,192000
Thabang Primary School,Sport & Recreation,500000
Thabiso Middle School,Sport & Recreation,400000
Thandanani CP School,Sport & Recreation,350000
Thapama High School,Sport & Recreation,400000
"Thari ya Tshepe Intermediate Public
School",Sport & Recreation,400000
Tharollo Primary School,Sport & Recreation,350000
Thebeyame Primary School,Sport & Recreation,366858
Thembalihle Primary School,Sport & Recreation,400000
Thembamandla Primary School,Sport & Recreation,150000
Thipanyane Primary School,Sport & Recreation,57969
Tholulwazi Senior Secondary School,Sport & Recreation,390000
Thulamela Municipality,Sport & Recreation,500000
Thutlwane Primary School,Sport & Recreation,250000
Thuto Tsebo Public School,Sport & Recreation,330000
Thuto Tsebo Public School,Sport & Recreation,496673
Tiga Primary School,Sport & Recreation,157146
Tiisetso Primary School,Sport & Recreation,390000
Tlhatlogang Primary School,Sport & Recreation,341000
Tlholoe Primary School,Sport & Recreation,500000
Tlhwahalang Secondary School,Sport & Recreation,375000
Tlongkganyeng Primary School,Sport & Recreation,568000
Toitskraal Primary School,Sport & Recreation,250000
Tolamo Primary School,Sport & Recreation,460000
Tom Newby School,Sport & Recreation,460000
Topline Primary School,Sport & Recreation,350000
Tovhowani Primary School,Sport & Recreation,450000
"Township Baseball Academy (Philippi
Angels Baseball Club)",Sport & Recreation,160460
Transitional Local Council of Merafong,Sport & Recreation,250000
Transitional Local Council of Merafong,Sport & Recreation,250000
Transitional Local Council of Merafong,Sport & Recreation,407778
Transkei Primary School,Sport & Recreation,332325
Trend Setters Softball Club,Sport & Recreation,122686
Triathlon Central Gauteng,Sport & Recreation,548500
Triathlon Free State,Sport & Recreation,250000
Triathlon South Africa,Sport & Recreation,2000000
Triest Training Centre,Sport & Recreation,500000
Troyeville Primary School,Sport & Recreation,350000
Trubel Primary School,Sport & Recreation,500000
Tseseng Primary School,Sport & Recreation,350000
Tshediso Primary School,Sport & Recreation,470000
Tshedza Comprehensive School,Sport & Recreation,350000
Tshemedi Primary School,Sport & Recreation,450000
Tshepong Centre for the Disabled,Sport & Recreation,207554
Tshimbupfe High School,Sport & Recreation,400000
Tshinavhe Union Secondary School,Sport & Recreation,500000
Tshirunzanani Primary School,Sport & Recreation,460000
Tshisaulu Primary School,Sport & Recreation,500000
Tshisevhe Primary School,Sport & Recreation,400000
Tshwane South College for FET,Sport & Recreation,1000000
Tshwane University of Technology,Sport & Recreation,2243900
Tshwarang Thata Pre School,Sport & Recreation,460000
Tsogang LP School Committee,Sport & Recreation,50000
Tsolo Special School,Sport & Recreation,350000
Tsolo Special School,Sport & Recreation,350000
Tswelopele Municipality,Sport & Recreation,2167987
Tumo School Committee,Sport & Recreation,350000
Uitsig Primary School,Sport & Recreation,471457
Ukhanyiso Primary School,Sport & Recreation,400000
"Umhlathuze Municipality - Richards Bay
Admin Unit",Sport & Recreation,500000
Umshwathi Municipality,Sport & Recreation,500000
Umtentweni Tennis Club,Sport & Recreation,428138
United Cricket Board of SA,Sport & Recreation,834000
United Cricket Board of South Africa,Sport & Recreation,1987000
United Cricket Board of South Africa,Sport & Recreation,2500000
University of Cape Town,Sport & Recreation,729850
University of Fort Hare,Sport & Recreation,885500
University of Fort Hare,Sport & Recreation,2859000
University of Johannesburg,Sport & Recreation,473000
University of Johannesburg,Sport & Recreation,1500000
"University of Kwazulu Natal (Sports
Administration)",Sport & Recreation,2102581
University of Limpopo,Sport & Recreation,1000000
University of Pretoria (Tukssport),Sport & Recreation,2250000
University of Pretoria (Tukssport),Sport & Recreation,300000
University of Stellenbosch,Sport & Recreation,1567500
University of the Witwatersrand,Sport & Recreation,3131025
Upington Golf Club,Sport & Recreation,400000
"USSA - South African Student Sports
Union",Sport & Recreation,4939750
Vaal High School,Sport & Recreation,81962
Vaal University of Technology,Sport & Recreation,1233333
Vaal University of Technology,Sport & Recreation,3000000
Vaalpark Primary School,Sport & Recreation,700000
Valley Recreation Club,Sport & Recreation,152732
Van der Stel Sports Club,Sport & Recreation,300000
"Van Kervel School (Spesiale Skool Van
Kervel fonds)",Sport & Recreation,350000
Vereeniging High School,Sport & Recreation,250000
Verena Primary School,Sport & Recreation,295001
Verena Primary School,Sport & Recreation,189138
Vhangani Primary School,Sport & Recreation,555034
Victoria Cricket Club,Sport & Recreation,293228
Victoria Lake Canoe Club,Sport & Recreation,106480
Viljoenskroon Country Club,Sport & Recreation,375000
Viljoenskroon Country Club,Sport & Recreation,400000
Villa Park Football Club,Sport & Recreation,300000
Volleyball South Africa,Sport & Recreation,3223131
Vredefort Primary School,Sport & Recreation,400000
Vukuqhakaze Secondary School,Sport & Recreation,350000
Vulamasango Primary School,Sport & Recreation,350000
Vulinqondo Primary School,Sport & Recreation,500000
"Vumazonke JP (Foundation Phase)
School",Sport & Recreation,350000
Vusumuzi Primary School,Sport & Recreation,275000
Warrenton Primary School,Sport & Recreation,343140
Wasbank Boxing Club,Sport & Recreation,669610
Wasbank Boxing Club,Sport & Recreation,500000
Waterberg FET College,Sport & Recreation,720000
Welkom Gimnasium,Sport & Recreation,545185
Welkom High School,Sport & Recreation,400000
Welverdiend Primary School,Sport & Recreation,50000
Wembley Primary School,Sport & Recreation,50000
Weskus College,Sport & Recreation,629822
West Rand School (for CP Learners),Sport & Recreation,700000
Western  Province Triathlon Association,Sport & Recreation,680000
Western Cape Canoe Union,Sport & Recreation,1107340
Western Cape Deaf Sport Federation,Sport & Recreation,710360
"Western Province Amateur Judo
Association",Sport & Recreation,603390
Western Province Cricket Association,Sport & Recreation,710500
Western Province Golf Union,Sport & Recreation,275000
Western Province Golf Union,Sport & Recreation,914480
"Western Province Gymnastic
Association",Sport & Recreation,1490201
Western Province Rugby Football Union,Sport & Recreation,1770000
Western Province Table Tennis,Sport & Recreation,280500
Western Province Tennis,Sport & Recreation,1254000
"Western Province Weightlifting
Association",Sport & Recreation,270000
Western Reefs Primary School,Sport & Recreation,250000
Westview Special School,Sport & Recreation,400000
Westville Boys High School,Sport & Recreation,700000
Wheelchair Tennis South Africa,Sport & Recreation,358500
Wheelchair Tennis South Africa,Sport & Recreation,1200000
White River Rugby Club,Sport & Recreation,50000
Wilgehof Primary School,Sport & Recreation,700000
Wilgerivier Combined School,Sport & Recreation,341131
William Pescod High School,Sport & Recreation,310000
Willow Ridge High School,Sport & Recreation,350000
Willowvale Senior Secondary School,Sport & Recreation,400000
Winter Rose Sport Club,Sport & Recreation,300000
Winter Rose Sport Club,Sport & Recreation,300000
Winter Rose Sport Club,Sport & Recreation,300000
Wolseley Secondary School,Sport & Recreation,500000
Worcester Primary School,Sport & Recreation,350000
"WP Sports Association for Physically
Disabled",Sport & Recreation,782712
WP Tenpin Bowling Association,Sport & Recreation,387950
Wynberg Boys High School,Sport & Recreation,700000
Yakhisizwe Secondary School,Sport & Recreation,350000
Yigugulethu Primary School,Sport & Recreation,350000
YONDER,Sport & Recreation,234051
YONDER,Sport & Recreation,23671
York High School Development Trust,Sport & Recreation,676112
"Young Men's Christian Association
(PMBurg)",Sport & Recreation,41240
Youth of Choice Organisation,Sport & Recreation,642000
Yusuf Dadoo Memorial Primary School,Sport & Recreation,450000
Zanemfundo Senior Secondary School,Sport & Recreation,450289
Zanemfundo Senior Secondary School,Sport & Recreation,49711
Zastron High School,Sport & Recreation,400000
Zastron High School,Sport & Recreation,294250
Zeerust Combined School,Sport & Recreation,250000
Zeerust Combined School,Sport & Recreation,250000
Zikodze Secondary School,Sport & Recreation,64102
Zingisa No. 2 School,Sport & Recreation,200000
Zinniaville Secondary School,Sport & Recreation,400000
Ziphakamiseni Secondary School,Sport & Recreation,490747
Zisize (Ingwavuma) Educational Trust,Sport & Recreation,136024
Zithatheleni Primary School,Sport & Recreation,150000
Zwartkops Rowing Club,Sport & Recreation,117000
Zwelilungile Junior Secondary School,Sport & Recreation,300000
