Date,"Project Number",Name,Amount
2017-12-05T00:00:00Z,87386,"JEUGLAND HOME FOR THE AGED",60000.0
2017-06-08T00:00:00Z,87390,"MAMELODI ASSOCIATION FOR PEOPLE WITH DISABILITIES",241000.0
2018-03-05T00:00:00Z,87398,"THE REMMELOS SELF HELP CENTRE",150000.0
2017-12-20T00:00:00Z,87400,"IMPUMELELO SELF",560360.0
2018-02-15T00:00:00Z,87402,"NEO PRE",133280.0
2017-12-14T00:00:00Z,87406,"THE FOUNDATION FOR CHILDREN WITH A HEARING LOSS IN SOUTHREN AFRICA",150000.0
2017-04-26T00:00:00Z,87410,"LESEDI DAY CARE CENTRE",183000.0
2017-12-20T00:00:00Z,87412,"VEREENINGING CHILD AND FAMILY",159000.0
2018-01-16T00:00:00Z,87414,"THEMBELIHLE ORPHANANGE AND DAY CARE CENTRE",240000.0
2018-02-28T00:00:00Z,87415,"AGAPE CRECHE & PRE SCHOOL",172000.0
2017-11-21T00:00:00Z,87418,"ST MARTIN'S DIOCESAN HOME FOR CHILDREN, DURBAN",200000.0
2017-04-26T00:00:00Z,87419,"LUVUYO PRE",128055.0
2018-01-16T00:00:00Z,87423,"EKUPHOLENI MENTAL HEALTH & TRAUMA CENTRE",149000.0
2018-01-16T00:00:00Z,87425,"RETHABILE DAY CARE & PRE",142890.0
2017-05-11T00:00:00Z,87426,"OTHANDWENI HOME",200000.0
2018-03-16T00:00:00Z,87426,"OTHANDWENI HOME",153280.0
2017-04-21T00:00:00Z,87427,"TSHEPO YA BANA",200000.0
2018-01-16T00:00:00Z,87427,"TSHEPO YA BANA",130500.0
2017-12-20T00:00:00Z,87430,"THE CHOSEN DAY CARE & PRE",140400.0
2017-04-26T00:00:00Z,87431,"LINDOKUHLE SUPER DAY CARE 2",113260.0
2017-12-05T00:00:00Z,87435,"RORISANG DAY CARE AND PRE",135000.0
2017-08-30T00:00:00Z,87443,"BOIKETLO EARLY LEARNING CENTRE",249000.0
2017-04-07T00:00:00Z,87451,"TUMAHOLE SELF",993000.0
2018-02-09T00:00:00Z,87451,"TUMAHOLE SELF",747000.0
2017-12-20T00:00:00Z,87452,"ZIPHAKAMISE NURSERY AND PRE",140000.0
2017-05-03T00:00:00Z,87458,"ECCM SUKUMA COMMUNITY DEVELOPMENT CENTRE",100000.0
2017-11-30T00:00:00Z,87478,"SAVF PRETORIA STREEKKANTOR",94000.0
2018-02-15T00:00:00Z,87486,"INKONJANA CHILDREN CARE CENTRE",60000.0
2018-03-14T00:00:00Z,87489,"WIDOWED WOMEN OF SOUTH AFRICA",1002141.0
2018-01-09T00:00:00Z,87491,"TAKALANE SESAME CRECHE",119419.0
2017-09-07T00:00:00Z,87492,"HLANGANANI CHILD AND FAMILY WELFARE SOCIETY",532500.0
2017-08-30T00:00:00Z,87497,"SINETHEMBA/HOPE ORGANISATION",165500.0
2017-08-23T00:00:00Z,87499,"KITSO LESEDI COMMUNITY DEVELOPMENT",381000.0
2018-01-25T00:00:00Z,87514,"UNITY EDU",134000.0
2017-10-02T00:00:00Z,87528,"BRITS RUSOORD MAATSKAPPY",139275.0
2017-09-13T00:00:00Z,87539,"NTATAISE TRUST",998200.0
2018-03-16T00:00:00Z,87543,CHRISTELIK,95000.0
2017-06-08T00:00:00Z,87546,"BATLOKOA DAY CARE",100000.0
2017-11-21T00:00:00Z,87549,"TSIBOGO DAY CARE CENTRE",100000.0
2017-08-01T00:00:00Z,87555,"MMAKATJANA CHRISTIAN OLD AGE HOME",80000.0
2017-12-20T00:00:00Z,87559,"THE WOMEN'S CIVIC BENEVOLENT",645000.0
2018-02-23T00:00:00Z,87578,"VUKA  DEVELOPMENT CENTRE",123598.0
2017-06-29T00:00:00Z,87606,"PHAKAMA COMMUNITY DEVELOPMENT CLUB",93500.0
2017-12-20T00:00:00Z,87628,"HARMONIE PARK",240000.0
2017-11-30T00:00:00Z,87642,"POPI MPELEGELE NGWANA DAY CARE CENTER",100000.0
2018-03-14T00:00:00Z,87646,"ENHLANHLENI EDUCARE CENTRE",209500.0
2017-12-15T00:00:00Z,87657,"NOKUKHANYA CRECHE AND PRE",56400.0
2017-08-15T00:00:00Z,87660,"CHRISTELIK MAATSKAPLIKE RAAD STANDERTON",286074.0
2018-01-29T00:00:00Z,87675,"OGENE EARLY LEARNING CENTRE",146000.0
2018-01-16T00:00:00Z,87679,"MULTIPLE SCLEROSIS SOUTH AFRICA KWAZULU",369600.0
2018-01-09T00:00:00Z,87680,BEREA,132000.0
2018-01-16T00:00:00Z,87683,"PHUMULANI PROJECT",137000.0
2018-01-23T00:00:00Z,87689,"TSWELOPELE FRAIL CARE CENTRE",285767.29
2018-01-16T00:00:00Z,87691,"BOPHIRIMA FOR THE EARLY CENTRE",161544.88
2017-12-20T00:00:00Z,87695,"HIV/AIDS LINK EDUCATIONAL DEVELOPMENT ORGANISATION",99000.0
2018-01-25T00:00:00Z,87717,"ITEKENG E C D CENTRE",154408.0
2018-01-31T00:00:00Z,87719,"BRIGHT STARS YOUTH COMMUNITY DEVELOPMENT ORGANISATION",142000.0
2018-01-16T00:00:00Z,87738,"DAISY'S CARE & PRE",153500.0
2017-12-15T00:00:00Z,87744,"MGANDUZWENI PRE CRECHE",142500.0
2018-01-16T00:00:00Z,87747,"ARCADIA JEWISH CHILDREN'S HOME",125000.0
2017-10-27T00:00:00Z,87751,"SOUTH AFRICAN RIDING FOR DISABLED ASSOCIATION HIGHVELD BRANCH",144240.0
2018-01-16T00:00:00Z,87758,"SUNFIELD HOME (FORTUNA)",485500.0
2017-11-30T00:00:00Z,87759,"M.E.T.T.  CENTRE",89618.0
2018-02-28T00:00:00Z,87762,"LIZZY'S DAY CARE CENTRE",148397.0
2017-08-25T00:00:00Z,87765,"NOMCEBO COMMUNITY DEVELOPMENT PROJECTS",190322.0
2017-09-13T00:00:00Z,87769,"BOITUMELO EDU",100000.0
2018-01-25T00:00:00Z,87777,DIRA,56500.0
2017-08-23T00:00:00Z,87778,NHLAHLE,84000.0
2017-08-30T00:00:00Z,87779,"THUSANANG DROP",88504.0
2017-12-15T00:00:00Z,87780,"SAVF SILVERDAE KHAYA",141495.0
2017-12-15T00:00:00Z,87782,"EKUKHANYENI MULTI PURPOSE CENTRE",164660.0
2017-08-30T00:00:00Z,87787,"LIFELINE KLERKSDORP AND DISTRICT",595000.0
2017-09-07T00:00:00Z,87799,"MULTI SKILLS CENTRE FOR POVERTY & HIV/AIDS",350000.0
2018-01-16T00:00:00Z,87801,"MBALENHLE DAY CARE & PRE",148000.0
2018-01-25T00:00:00Z,87809,"THE ESTCOURT HOMES FOR THE AGED TRUST",850000.0
2017-05-12T00:00:00Z,87810,"KUMANI PRE",205000.0
2018-03-16T00:00:00Z,87824,"HOPE DAY CARE AND PRESCHOOL",161919.0
2018-01-16T00:00:00Z,87827,"PHAPHAMANG DAY CARE CENTRE",147999.0
2018-01-16T00:00:00Z,87831,"THUSANANG DAY CARE CENTRE",113998.0
2018-03-12T00:00:00Z,87835,"MASAKHANE PRE",140400.0
2018-01-16T00:00:00Z,87836,"EPILEPSY SOUTH AFRICA",927790.0
2017-08-30T00:00:00Z,87837,"SOUTH AFRICAN NATIONAL AIDS COUNCIL TRUST",3500000.0
2017-06-12T00:00:00Z,87848,"NTSHUXEKO DAY CARE CENTRE",100000.0
2017-11-30T00:00:00Z,87850,"TSHIMOLOGO NURSERY SCHOOL",137000.0
2017-12-20T00:00:00Z,87853,"SEDIBENG SA THUTO",149455.0
2018-03-05T00:00:00Z,87856,"ITSHOKOLELE PRE",146998.0
2018-03-14T00:00:00Z,87860,"TATENI HOME CARE NURSING SERVICES",141000.0
2017-09-07T00:00:00Z,87863,"GOOD SHEPHERD DAY CARE CENTRE",182475.0
2017-12-20T00:00:00Z,87864,"SUNSHINE EARLY LEARNING DAY",146560.0
2017-09-28T00:00:00Z,87875,"TSWELELO DAY CARE CENTRE",272525.0
2018-01-16T00:00:00Z,87883,"SHINING STAR DAY CARE",145599.0
2017-12-20T00:00:00Z,87911,"LITTLE VOICES CRECHE AND PRE",152500.0
2017-12-20T00:00:00Z,87912,"SIBONGILE EARLY LEARNING CENTRE & PRE",155300.0
2018-01-31T00:00:00Z,87914,"FRIENDLY DAY CARE CENTRE",130000.0
2018-02-23T00:00:00Z,87915,"POLOKONG CHILDREN'S VILLAGE",132000.0
2017-12-15T00:00:00Z,87923,"HLALEFANG PRE",116700.0
2017-10-27T00:00:00Z,87939,"SIZWILE PRE",100000.0
2017-10-12T00:00:00Z,87954,"KANELANI COMMUNITY SERVICES",100000.0
2018-02-23T00:00:00Z,87959,"THUSANANG DROP",143666.0
2018-01-16T00:00:00Z,87964,"THEMBIMFUNDO DAY CARE CENTRE",450245.0
2017-11-28T00:00:00Z,87972,"PHAKE HOME BASED CARE",61975.0
2018-03-16T00:00:00Z,87984,"LITTLE BIG ECD DEVELOPMENT CENTRE",100849.0
2017-12-15T00:00:00Z,87987,"THEMBELIHLE HOMEBASED CARE",153798.0
2018-03-07T00:00:00Z,87991,"HLENGIMPILO COMMUNITY CARE CENTRE",100000.0
2018-03-07T00:00:00Z,87992,"KHULAKAHLE CRECHE & PRE",107500.0
2017-05-03T00:00:00Z,87993,"LEHLABILE CRECHE",268098.0
2018-01-16T00:00:00Z,87995,"PEACEPLAYERS INTERNATIONAL SOUTH AFRICAC",308000.0
2017-12-05T00:00:00Z,87999,"EMPANGENI CHILD AND FAMILY CARE",178800.0
2017-04-07T00:00:00Z,88000,"WISANI COMMUNITY PROJECT",270000.0
2017-11-21T00:00:00Z,88001,"ISIBANI SETHEMBA",256500.0
2018-03-16T00:00:00Z,88008,"OKHAHLAMBA CHRISTIAN COUNCIL",100000.0
2017-12-05T00:00:00Z,88031,"PHILISANI NON",250000.0
2017-11-28T00:00:00Z,88040,"MPUMELELO YOUTH DEVELOPMENT CENTRE",92500.0
2018-03-16T00:00:00Z,88066,"FAITH BURLINGTON COMMUNITY CRECHE",153800.0
2018-03-07T00:00:00Z,88068,"NELSPRUIT CHILD WELFARE SOCIETY",674800.0
2017-09-28T00:00:00Z,88069,"MASINGITA CRECHE",92500.0
2017-11-28T00:00:00Z,88099,"SIZANANI CRECHE & PRE",130000.0
2017-06-29T00:00:00Z,88111,"VUKUZITHATHE COMMUNITY HEALTH AND WELFARE DEVELOPMENT ORGANISATION",373487.0
2017-10-27T00:00:00Z,88125,"MZOKHANYAYO  CRECHE AND PRE SCHOOL",124050.0
2017-10-13T00:00:00Z,88130,"ZAMA ZAMA EDUCARE CENTRE",166232.0
2017-10-12T00:00:00Z,88141,"QHUVEKANI CRECHE / PRE",108500.0
2017-10-12T00:00:00Z,88142,"MARULA PARK PRE",73500.0
2017-07-20T00:00:00Z,88146,"BAPHIKELELI CARE GIVERS",404696.0
2017-04-21T00:00:00Z,88152,"THANDISIZWE MBUZINI HOME BASED CARE",200000.0
2017-11-28T00:00:00Z,88175,SIYANAKEKELA,300000.0
2017-08-15T00:00:00Z,88197,"JABULANI CRECHE",162000.0
2017-07-20T00:00:00Z,88201,"MKHONDO COMMUNITY DEVELOPMENT CENTRE",171950.0
2017-05-25T00:00:00Z,88218,"ST FRANCIS HOSPICE ASSOCIATION",830000.0
2018-02-09T00:00:00Z,88223,"HOLY CROSS CHILD AND YOUTH CARE CENTRE",472750.0
2017-12-15T00:00:00Z,88224,"LOFENTSE PRE",134500.0
2017-12-15T00:00:00Z,88233,"LINDOKUHLE HOMEBASED CARE",153114.0
2018-02-28T00:00:00Z,88236,"LEBOHANG PRE",140000.0
2018-01-29T00:00:00Z,88247,"ENTOKOZWENI PRE",140000.0
2018-01-23T00:00:00Z,88270,"SALLY'S DAY CARE CENTRE",60000.0
2018-03-16T00:00:00Z,88273,"INSTITUTE OF TRAINING AND EDUCATION FOR CAPACITY BUILDING",524000.0
2018-03-16T00:00:00Z,88280,"THE HAVEN WELLNESS CENTRE",521500.0
2018-01-16T00:00:00Z,88289,"PHUTOLOHA PRE",140000.0
2017-09-28T00:00:00Z,88300,"NJOMBO PRE",99500.0
2017-05-12T00:00:00Z,88304,"DOXA YOUTH PROGRAMS",176750.0
2017-10-12T00:00:00Z,88332,"D.J. SOBEY OLD AGE HOME",205000.0
2018-03-12T00:00:00Z,88333,MMA,146000.0
2017-04-19T00:00:00Z,88340,"DIMBAZA SOCIETY FOR THE AGED",655000.0
2017-04-12T00:00:00Z,88372,"RONALD MCDONALD HOUSE (RMHC) SOUTH AFRICA",244000.0
2017-06-29T00:00:00Z,88375,BADISA,1154000.0
2018-03-29T00:00:00Z,88386,"SMALL PROJECTS FOUNDATION",613000.0
2018-02-23T00:00:00Z,88390,KIDEO,100000.0
2017-08-23T00:00:00Z,88392,"THUSANANG TRUST: HAENERTSBURG",260104.0
2017-08-29T00:00:00Z,88394,"THE ASSOCIATION FOR THE REHABILITATION OF PERSONS WITH DISABILITY",504000.0
2017-10-12T00:00:00Z,88395,"ANIMAL ALLIES",80000.0
2017-08-25T00:00:00Z,88396,"RAMOTSHINYADI HIV / AIDS YOUTH GUIDE",218000.0
2017-05-25T00:00:00Z,88411,"IMIZAMOYETHU DAY CARE CENTER",386699.0
2017-11-28T00:00:00Z,88416,"KHULULEKA COMMUNITY EDUCATION DEVELOPMENT CENTRE TRUST",900000.0
2017-08-23T00:00:00Z,88419,"ILITHA EDUCARE CENTRE",325084.0
2017-05-12T00:00:00Z,88426,"MAYIBENATHI SERVICE CENTER",167423.5
2018-02-28T00:00:00Z,88433,"INSTITUTE FOR WOMEN'S DEVELOPMENT (NISSA)",131000.0
2018-02-28T00:00:00Z,88443,"LITTLE SPARROW NURSERY & PRE",140000.0
2017-12-15T00:00:00Z,88445,"DODO'S CHILDHOOD DEVELOPMENT",140000.0
2018-02-23T00:00:00Z,88448,"JOY FOREVER PRE",119500.0
2018-01-25T00:00:00Z,88449,"SEFATE DAY CARE CENTRE & PRE",146000.0
2017-08-21T00:00:00Z,88450,"RAINBOW BAMBINO DAYCARE & PRE",267297.0
2018-01-16T00:00:00Z,88451,"MOLATELE DAY CARE CENTRE",137000.0
2018-01-25T00:00:00Z,88458,"BUHLE BEZWE EARLY CHILDHOOD DEVELOPMENT",138698.0
2018-01-29T00:00:00Z,88466,"MARY'S PRE",115000.0
2017-11-28T00:00:00Z,88479,"PHAFOGANG MABULANE HOME COMMUNITY BASED CARE",121000.0
2018-01-16T00:00:00Z,88481,"SCDIFA CHESHIRE HOME",799130.0
2017-04-19T00:00:00Z,88499,"UMBONO SERVICE CENTRE FOR THE AGED",325080.0
2017-08-08T00:00:00Z,88508,"CRADOCK KINDER",773056.0
2017-09-28T00:00:00Z,88522,"MOFUMAHADI WA TSHEPO CARE",388000.0
2018-03-22T00:00:00Z,88532,"LAPENG DAY CARE CENTRE",113190.0
2017-08-01T00:00:00Z,88541,"LESEDING CARE GIVERS",715000.0
2017-12-14T00:00:00Z,88545,"CHILD AND FAMILY WELFARE SOCIETY OF THE GREATER BOKSBURG",780970.0
2018-01-16T00:00:00Z,88572,"ISIBONELO ESIHLE EARLY CHILDHOOD DEVELOPMENT CENTRE",131401.0
2017-08-15T00:00:00Z,88576,"BAKHUTAMA HEALTH  SERVICES",62888.0
2017-11-28T00:00:00Z,88588,ASIBAMBIMPILO,211000.0
2017-06-29T00:00:00Z,88595,"NONKULULEKO EDUCARE & PARENTS ASSOCIATION",100000.0
2018-01-25T00:00:00Z,88608,"PEOPLE FOR AWARENESS ON DISABILITY ISSUES",131000.0
2018-01-25T00:00:00Z,88617,"KGATELOPELE RAHABILITATION CENTRE",179287.0
2018-01-16T00:00:00Z,88623,"ZENITH PRE",172199.0
2018-01-16T00:00:00Z,88629,"KGATELOPELE CENTRE FOR DESTITUTE CHILDREN",117000.0
2018-01-16T00:00:00Z,88646,"RURAL INSTITUTE FOR EDUCATION AND TRAINING",137921.0
2017-10-12T00:00:00Z,88653,"GIRLS AND BOYS TOWN SOUTH AFRICA",1375004.0
2017-06-29T00:00:00Z,88663,"GARDEN ROUTE SPCA",302500.0
2017-11-28T00:00:00Z,88667,"SUNNYSIDE LODGE",132716.0
2017-08-01T00:00:00Z,88668,"ACVV  PIKETBERG",142400.0
2017-06-21T00:00:00Z,88672,"WHERE RAINBOWS MEET TRAINING & DEVELOPMENT FOUNDATION",240500.0
2017-10-27T00:00:00Z,88675,"PERCY BARTLEY HOUSE",322200.0
2017-11-28T00:00:00Z,88679,"I.K MAKUSE EARLY LEARNING CENTRE",183000.0
2017-10-02T00:00:00Z,88680,"MMANKONE DAY CARE CENTRE",247500.0
2017-11-28T00:00:00Z,88683,"CHRISTIAN AIDS BUREAU FOR SOUTHREN AFRICA",148000.0
2017-10-02T00:00:00Z,88696,"THOKOZANI DAY CARE & AFTER CARE CENTRE",121050.0
2017-11-28T00:00:00Z,88698,"ACVV SOMERKOELTE RESIDENAIL FACILITY",201000.0
2017-09-28T00:00:00Z,88703,"RE LEBILE KANANA COMMUNITY TRAINING AND DEVELOPMENT CENTRE",472199.0
2017-11-21T00:00:00Z,88713,"SINETHEMBA OLD AGE AND STIMULATION CENTRE & PROJECTS",172750.0
2018-01-25T00:00:00Z,88729,"VALUED CITIZENS INITIATIVE",144000.0
2018-03-12T00:00:00Z,88741,"CATHERINE ROBSON CHILDREN'S HOME/CATHERINE ROBSON KINDERHUIS VEREENIGING",183064.0
2017-08-21T00:00:00Z,88750,"THE ACADEMY FOR ADULTS WITH AUTISM",139996.0
2017-11-14T00:00:00Z,88753,"PERSONA DOLL TRAINING SOUTH AFRICA",337000.0
2017-08-21T00:00:00Z,88754,"ST. JOSEPH'S CARE AND SUPPORT TRUST AT SIZANANI VILLAGE",485500.0
2017-11-28T00:00:00Z,88759,"N.J MOLOPE PRE SCHOOL",239500.0
2017-10-27T00:00:00Z,88760,"SIYAZAMA DISABLED SELF",132000.0
2018-02-09T00:00:00Z,88769,"PARTNERS IN SEXUAL HEALTH",838000.0
2017-08-21T00:00:00Z,88771,"GO TUMILE DAY CARE CENTRE",214500.0
2017-10-19T00:00:00Z,88772,"PHILANI TRAINING AND DEVELOPMENT SOLUTION NPC",240500.0
2017-08-15T00:00:00Z,88785,"JOLLY JUNIORS DAY CARE CENTRE",80000.0
2018-02-23T00:00:00Z,88787,"INKOSINOTHADO NUSERY AND PRE",110000.0
2018-03-07T00:00:00Z,88789,"PROFESSIONAL AIDERS FOUNDATION",140000.0
2018-01-16T00:00:00Z,88792,"KEMPTON PARK CHILD AND FAMILY WELFARE SOCIETY",150545.0
2017-12-05T00:00:00Z,88798,"CATHOLIC WOMEN'S LEAGUE OF THE CATHOLIC DIOCESE OF JOHANNESBURG",521614.0
2017-11-15T00:00:00Z,88802,"CATHOLIC WOMENS LEAGUE ST ANNE'S HOME FOR AGED WOMEN",235000.0
2018-03-12T00:00:00Z,88828,CHRISTELIK,121000.0
2018-01-31T00:00:00Z,88848,"TUMISANG DAY CARE CENTRE",136475.0
2017-11-28T00:00:00Z,88855,"BOPHELONG HOME BASED CARE",113000.0
2017-08-21T00:00:00Z,88866,"INJABULO COMMUNITY CARE",196500.0
2017-12-20T00:00:00Z,88867,"OPERATION ANTI",279000.0
2017-08-17T00:00:00Z,88872,"BONANG DAY CARE CENTRE",136048.0
2018-01-16T00:00:00Z,88885,"VULINGCONDVO EDU",208679.0
2018-02-23T00:00:00Z,88913,"LESEDI LA THUTO PRE",141000.0
2018-02-23T00:00:00Z,88915,"QEDUSIZI CAR CENTRE",181036.0
2017-06-29T00:00:00Z,88924,"THE PRISON CARE AND SUPPORT NETWORK",335615.0
2017-12-15T00:00:00Z,88928,"SEDIBENG PRE",274549.0
2017-11-15T00:00:00Z,88934,POPUP,246500.0
2017-04-12T00:00:00Z,88935,"BIBLIONEF SOUTH AFRICA",577450.0
2017-08-25T00:00:00Z,88941,"RANIA DAY CARE CENTRE",133000.0
2017-08-21T00:00:00Z,88946,"BONGUMUSA PRE",195000.0
2017-12-20T00:00:00Z,88959,"ALBERT LUTHULI WOMEN HOME BASED CARE",140000.0
2017-11-15T00:00:00Z,88971,"KHULULEKA EDU",171000.0
2017-12-20T00:00:00Z,88977,"SUNRISE CARE CENTRE",151000.0
2018-02-09T00:00:00Z,88984,"ARE FANENG MATSOGO CARE",72600.0
2017-08-30T00:00:00Z,88996,"MAPHUTHA CHILD AND YOUTH DEVELOPMENT INITIATIVE",72600.0
2018-02-09T00:00:00Z,88999,"THE PAPILLON FOUNDATION",115500.0
2018-03-16T00:00:00Z,89008,"CHRISTELIKE MAATSKAPLIKE RAAD LIMPOPO",83000.0
2017-11-28T00:00:00Z,89011,"LESEDI PRE",118500.0
2017-11-28T00:00:00Z,89012,"THUSANANG DAY CARE CENTRE",141000.0
2017-12-15T00:00:00Z,89030,"NHLONHLORI DAY CARE CENTRE",326689.0
2017-11-28T00:00:00Z,89034,"UTHANDO CHRISTIAN DAY CARE AND PRE",129000.0
2017-04-26T00:00:00Z,89036,"DYONDZEKANI CRECHE",227260.0
2017-04-12T00:00:00Z,89037,"SOUTH AFRICAN NATIONAL COUNCIL ON ALCOHOLISM & DRUG DEPENDENCE SOWETO",1177000.0
2017-04-21T00:00:00Z,89040,"MSUKALIGWA ARTS AND CULTURE FORUM",237120.0
2017-11-28T00:00:00Z,89046,"NG WELFARE VEREENING",120883.0
2017-10-13T00:00:00Z,89049,"LUDLOW CRECHE",198124.0
2017-08-30T00:00:00Z,89063,"EPILEPSY SOUTH AFRICA",257900.0
2017-06-29T00:00:00Z,89066,HEART,396300.0
2017-05-05T00:00:00Z,89074,"FAMILIES SOUTH AFRICA KNYSNA",295000.0
2017-05-12T00:00:00Z,89075,"CAMPHILL SCHOOL",392500.0
2017-07-07T00:00:00Z,89082,"DORCAS CARE GROUP",140087.0
2017-09-28T00:00:00Z,89085,"CATHOLIC HEALTH CARE   (CATHCA)",886420.0
2017-08-08T00:00:00Z,89094,"TSHEPO MAKOLE YOUTH EMPOWERMENT FOUNDATION",137249.0
2017-12-20T00:00:00Z,89099,"EKUKHANYENI DAY CARE AND PRE",120000.0
2017-08-01T00:00:00Z,89101,"NAZARETH HOUSE CAPE TOWN",1204151.0
2017-12-20T00:00:00Z,89105,"FAMILY AND MARRIAGE SOCIETY EAST OOS RAND",440988.0
2017-12-15T00:00:00Z,89110,"LIFE LINE EKURHULENI EAST RAND",108164.61
2018-01-18T00:00:00Z,89123,"ST MICHAEL'S CHILD AND YOUTH CARE CENTRE",156000.0
2017-05-03T00:00:00Z,89136,HELP,200000.0
2018-01-16T00:00:00Z,89136,HELP,125890.0
2018-01-16T00:00:00Z,89138,"VUSASIZWE MUSIC ACADEMY",190000.0
2017-08-30T00:00:00Z,89140,"CHILD WELFARE SA: STELENBOSCH",402000.0
2017-06-29T00:00:00Z,89148,"VROLIKE VINKIES PRE",295000.0
2017-06-29T00:00:00Z,89164,"SOUTH AFRICAN EDUCATION AND ENVIRONMENT PROJECT",422113.0
2017-05-25T00:00:00Z,89167,"KILLER DISEASE TARGETER PROJECTS",200000.0
2017-12-14T00:00:00Z,89167,"KILLER DISEASE TARGETER PROJECTS",161000.0
2018-02-23T00:00:00Z,89173,"LITTLE PLEASURE EARLY CHILDHOOD DEVELOPMENT CENTRE",140000.0
2017-11-28T00:00:00Z,89175,"ACVV ALGOA PARK",138500.0
2017-06-29T00:00:00Z,89176,"THE GRAIL CENTRE TRUST",289326.0
2017-08-21T00:00:00Z,89180,"VALUE & APPRECIATE LIFE DEVELOPMENT ASSOCIATION",100000.0
2017-11-28T00:00:00Z,89184,"NORTH WEST MENTAL HEALTH",572736.0
2017-06-29T00:00:00Z,89186,"A C V V PAARL VALLEI",346700.0
2017-08-01T00:00:00Z,89194,"HEART FOUNDATION SOUTH AFRICA",1505000.0
2017-05-05T00:00:00Z,89196,"LELIEBLOEM HOUSE",350000.0
2018-01-16T00:00:00Z,89211,"DIE STERREWEG",140000.0
2017-11-14T00:00:00Z,89229,"CHILD AND FAMILY WELFARE SOCIETY:EAST LONDON",363310.0
2017-10-03T00:00:00Z,89234,"CHILD WELFARE SOUTH AFRICA: HUMANSDORP",1802500.0
2018-02-23T00:00:00Z,89236,"THE BOARD GOVERNORS OF ST ANTHONY'S EDUCATION CENTRE",120500.0
2017-09-07T00:00:00Z,89244,"PAARL YOUTH INITIATIVE (PAARL JEUG INISIATIEF)",323200.0
2017-08-15T00:00:00Z,89246,"SINETHEMBA WOMEN ASSOCIATION FOR POVERTY ALLIVIATION, HIV/AIDS CARE PROGRAMME",183250.0
2017-10-13T00:00:00Z,89253,"ST JOSEPH'S HOME FOR CRONIC INVALID CHIDREN",1520000.0
2018-03-22T00:00:00Z,89254,"RESTLESS DEVELOPMENT SOUTH AFRICA TRUST(PREVIOUSLY KNOWN AS STUDENT PARTNERSHIP WORLDWIDE SOUTH AFRICA TRUST)",277000.0
2017-12-14T00:00:00Z,89256,"HA! QUA YOUTH PROGRAM",357000.0
2017-05-25T00:00:00Z,89263,"KGWETE HOME  COMMUNITY BASED CARE",252306.0
2017-11-14T00:00:00Z,89267,"THE HOMESTEAD",476000.0
2017-09-28T00:00:00Z,89271,"LOMANYANENG COMMUNITY  AIDS PROJECT",226000.0
2018-01-16T00:00:00Z,89274,"A C V V SOMERSET",418972.0
2017-06-12T00:00:00Z,89277,"SIMUNYE WE ARE ONE EDUCARE CENTRE",168500.0
2017-05-03T00:00:00Z,89278,"THE CART HORSE PROTECTION ASSOCIATION",488556.0
2018-03-05T00:00:00Z,89279,"NTHABIS DAY CARE & PRE",72000.0
2017-07-18T00:00:00Z,89281,"KGARATLHO PROJECT FOR THE BLIND",178780.0
2018-01-25T00:00:00Z,89288,"MPHATLHOSE COMMUNITY DEVELOPMENT AND POVERTY ALLEVIATION0301",195000.0
2018-02-15T00:00:00Z,89296,"TSHWARAGANO INSTITUTE OF SOCIO ECONOMIC & CULTURAL INCLUSION",199500.0
2018-01-25T00:00:00Z,89298,"FAMILIES SOUTH AFRICA MAFIKENG",991184.0
2017-08-21T00:00:00Z,89303,"KGATELOPELE CRECHE",287000.0
2017-05-25T00:00:00Z,89311,"THE HURDY GURDY HOUSE TRUST",100000.0
2017-09-07T00:00:00Z,89314,"INSTITUTE FOR THE BLIND: INDUSTRIES",721312.0
2018-03-16T00:00:00Z,89321,"ACVV PORT ELIZABETH  SUID",405173.0
2017-08-30T00:00:00Z,89327,"KHULULEKA GRIEF & LOSS SUPPORT GROUPS FOR CHILDREN & YOUTH",76000.0
2017-06-29T00:00:00Z,89328,"THE CARPENTER'S SHOP",656397.0
2017-09-28T00:00:00Z,89333,U,353960.0
2017-11-15T00:00:00Z,89336,SHAWCO,182280.0
2017-11-21T00:00:00Z,89355,"NEIGHBOURHOOD OLD AGE HOMES",100000.0
2017-12-20T00:00:00Z,89358,"THEMBELIHLE PRE",150000.0
2017-12-20T00:00:00Z,89365,"ACVV WORCESTER",298188.0
2017-10-27T00:00:00Z,89371,"A C VV SWELLENDAM",161100.0
2017-07-20T00:00:00Z,89372,"A C V V PORT ELIZABETH SENTRAAL",594332.0
2018-01-16T00:00:00Z,89382,"SOUTH AFRICAN CHILDRENS HOME",185000.0
2017-10-27T00:00:00Z,89388,"A C V V ST HELENANAAI",175612.0
2017-06-29T00:00:00Z,89390,"THE CHAELI CAMPAIGN",195500.0
2018-03-05T00:00:00Z,89409,"ALETHEIA INTERNATIONAL MINISTRIES",30000.0
2017-10-02T00:00:00Z,89414,"JELLY BEANZ INC.",106500.0
2017-05-03T00:00:00Z,89426,"BOKAMOSO COMMUNITY DROP IN CENTRE",113500.0
2018-03-16T00:00:00Z,89426,"BOKAMOSO COMMUNITY DROP",100000.0
2018-02-28T00:00:00Z,89427,"VAN RENSBURG: TAK VAN MONUMETTEHUIS VAN DIE N H S V GROEP",140000.0
